,producer_name,product_name,description,full_name,critic_score
10,Oratoire Chanson,Vosne-Romanée 1er Cru Grands Suchots,"The 1955 Vosne-Romanée 1er Cru Grands Suchots was extraordinary, bursting from the glass with a rich bouquet of dark berry fruit, grilled game bird, spices and black truffles. On the palate, the wine is full-bodied, lavishly textural and expansive, with a deep core of generous and still-lively fruit, succulent acids and supple, melted tannins, concluding with a long and flamboyant finish. This is a superb Suchots in a ripe, powerful register that has stood the test of time. ""Grands Suchots"" typically referred to the upper part of the vineyard.",1955 Chanson Père & Fils Vosne-Romanée 1er Cru Grands Suchots,RP 89
11,Oratoire Chanson,Chambolle-Musigny 1er Cru Les Amoureuses,"Of these two 1955s from Chanons, the 1955 Chambolle-Musigny 1er Cru Les Amoureuses had the lower fill and took longer to blossom with air than the Suchots served alongside. When it did, the results were striking, the wine wafting from the glass with aromas of creamy red berry fruit, rich spices, forest floor and dried flowers. On the palate, it's full-bodied, fleshy and muscular, with a broad, velvety attack, an ample chassis of fine but abundant tannins and a long, resonant finish. It's tempting to speculate that this bottle derived from Comte de Vogüé, but whatever its source, it was a first-rate old Burgundy. While the wine is ready to drink, it appears to be in no danger of decline any time soon.",1955 Chanson Père & Fils Chambolle-Musigny 1er Cru Les Amoureuses,RP 89
12,Oratoire Chanson,Montrachet Grand Cru,"The 1947 Montrachet Grand Cru is showing brilliantly, blossoming in the glass with complex aromas of dried white flowers, preserved citrus, warm bread and praline, with only subtle hints of walnut oil and sotolon pointing to its age. On the palate, it's full-bodied, satiny and enveloping, with immense power and concentration but no sense of excess, its creamy and textural attack segueing into a deep, multidimensional core that's effortlessly balanced, concluding with a long and resonant finish that displays no signs of fraying. Harmonious and lively, even in this warm vintage, this was a magical bottle that testified to the heights of which Montrachet was capable of hitting.",1947 Chanson Père & Fils Montrachet Grand Cru,RP 89
13,Oratoire Chanson,Beaune 1er Cru Clos des Fèves,"This monopole has always been cited as one of Beaune's very finest terroirs, and the 2017 Beaune 1er Cru Clos des Fèves has turned out very nicely. Bursting from the glass with a fragrant bouquet of raspberries, plums, peonies, bergamot and exotic spices, it's medium to full-bodied, supple and charming, with an enveloping core of fruit, succulent acids and melting tannins. But its charm is deceptive, as the underlying raw materials should vouchsafe at least two decades' longevity.",2017 Chanson Père & Fils Beaune 1er Cru Clos des Fèves,RP 89
14,Oratoire Chanson,Savigny-lès-Beaune 1er Cru La Dominode,"The 2017 Savigny-lès-Beaune 1er Cru La Dominode opens in the glass with a generous bouquet of wild berries, spices, grilled meat, dark chocolate and peonies. On the palate, it's medium to full-bodied, with a deep core of fruit, powdery structuring tannins and a sapid finish. As usual it's one of the estate's more structured offerings, but there's plenty of promise for the future here.",2017 Chanson Père & Fils Savigny-lès-Beaune 1er Cru La Dominode,RP 89
15,Oratoire Chanson,Beaune 1er Cru Clos des Mouches,"The 2016 Beaune 1er Cru Clos des Mouches wafts from the glass with a classy bouquet of wild berry fruit, rose petal, spices and rich soil tones. On the palate, it's medium to full-bodied, broad and fleshy, with a sapid core of fruit, powdery tannins and mouthwatering acids. This is a definite success chez Chanson.",2016 Chanson Père & Fils Beaune 1er Cru Clos des Mouches,RP 89
16,Oratoire Chanson,Corton Grand Cru,"The 2016 Corton Grand Cru offers up a lovely nose of ripe berry fruit, rose petals, spices and dark chocolate. On the palate, it's full-bodied, broad and supple, with velvety tannins, good concentration and bright acids, concluding with a fragrant finish. This is one of the definite successes in the range.",2016 Chanson Père & Fils Corton Grand Cru,RP 89
17,Oratoire Chanson,Beaune 1er Cru Clos des Fèves,"The 2016 Beaune 1er Cru Clos des Fèves offers up aromas of dark berry fruit, baking chocolate, potpourri, exotic spices and smoked meats, followed by a medium to full-bodied, rich and fleshy palate with powdery structuring tannins and a generous core of sapid fruit. This is a strong showing for this Chandon monopole.",2016 Chanson Père & Fils Beaune 1er Cru Clos des Fèves,RP 89
18,Oratoire Chanson,Santenay 1er Cru Beauregard,"Fragrant aromas of berry fruit, rose petals and cinnamon introduce the 2016 Santenay 1er Cru Beauregard, a medium to full-bodied, fleshy wine with powdery tannins, a juicy core of fruit and a long, almost extravagantly perfumed finish. This would appear to be quite strongly marked by whole cluster fermentation, and it has turned out very well indeed in its distinctive style.",2016 Chanson Père & Fils Santenay 1er Cru Beauregard,RP 89
19,Oratoire Chanson,Puligny-Montrachet 1er Cru les Folatières,"The 2016 Puligny-Montrachet 1er Cru les Folatières opens in the glass with a ripe, honeyed bouquet of peaches and orchard fruit. On the palate, it's medium to full-bodied, ample and fleshy, concluding with a saline finish. This is one of the more gourmand, concentrated whites in the Chanson range this year, and it should deliver plenty of near-term pleasure.",2016 Chanson Père & Fils Puligny-Montrachet 1er Cru les Folatières,RP 89
20,Oratoire Chanson,Meursault 1er Cru Les Perrières,"The 2016 Meursault 1er Cru Les Perrières wafts from the glass with notions of green orchard fruit, dried white flowers, almond paste, honeycomb and light reduction. On the palate, the wine is medium to full-bodied, satiny and elegant, with ripe acids, moderate concentration and a pure, saline finish.",2016 Chanson Père & Fils Meursault 1er Cru Les Perrières,RP 89
21,Oratoire Chanson,Savigny-lès-Beaune 1er Cru Les Haut Marconnets Blanc,"With aeration, reductive aromas dissipate sufficiently to reveal the bouquet of smoky green and yellow orchard fruit, introducing the 2016 Savigny-lès-Beaune 1er Cru Les Haut Marconnets Blanc. On the palate, the wine is medium to full-bodied, rich and textural, with racy acids and more concentration than most of Chanson's whites this year, presumably because of yields reduced by frost. Whatever the reason, the result is a success.",2016 Chanson Père & Fils Savigny-lès-Beaune 1er Cru Les Haut Marconnets Blanc,RP 89
22,Oratoire Chanson,Savigny-lès-Beaune 1er Cru La Dominode,"One of the deepest hued, most saturated wine in the Chanson range is the 2016 Savigny-lès-Beaune 1er Cru La Dominode, a richly tannic, youthfully chewy Burgundy with good concentration and depth at the core and a bouquet of cassis, smoked meats and spices. This is quite tannic and extracted in profile, so it won't offer early accessibility, but the potential for positive evolution in bottle appears to be present.",2016 Chanson Père & Fils Savigny-lès-Beaune 1er Cru La Dominode,RP 89
23,Oratoire Chanson,Beaune 1er Cru Bastion,"Notes of light reduction framing a generous bouquet of honeyed orchard fruit introduce the 2016 Beaune 1er Cru Bastion, a fleshy, medium to full-bodied white with a generous, open-knit and fruit-driven profile. This is one of the most generous, charming wines in the Chanson range this year.",2016 Chanson Père & Fils Beaune 1er Cru Bastion,RP 89
24,Oratoire Chanson,Meursault 1er Cru Charmes,"The 2016 Meursault 1er Cru Charmes unfurls in the glass with a ripe but reserved bouquet of peaches, apricot, almond paste and buttered citrus fruit. On the palate, the wine is medium to full-bodied, broad and fleshy, with ripe acids, good mid-palate amplitude and a saline but somewhat ephemeral finish.  This Charmes exemplifies the richer, more gourmand side of the vintage.",2016 Chanson Père & Fils Meursault 1er Cru Charmes,RP 89
25,Oratoire Chanson,Gevrey-Chambertin Village,"Aromas of spicy berry fruit, dried flowers and celery seed introduce the 2016 Gevrey-Chambertin Village. It's medium to full-bodied, ample and fleshy, with a rich core of fruit, youthfully chewy tannins and a sapid finish. This has turned out quite well.",2016 Chanson Père & Fils Gevrey-Chambertin Village,RP 89
26,Oratoire Chanson,Puligny-Montrachet 1er Cru Champs Gains,"The 2016 Puligny-Montrachet 1er Cru Champs Gains is quite reduced, opening with aeration to reveal aromas of ripe citrus and orchard fruits. On the palate, the wine is medium to full-bodied, pure and satiny textured, with ripe acids, moderate concentration and a slightly diffuse finish.",2016 Chanson Père & Fils Puligny-Montrachet 1er Cru Champs Gains,RP 89
27,Oratoire Chanson,Beaune 1er Cru Clos des Mouches Blanc,"The 2016 Beaune 1er Cru Clos des Mouches Blanc offers up a lightly reduced bouquet of smoky orchard fruit and citrus, followed by a medium to full-bodied, ample and delicately textural palate that's open-knit and misses the concentration necessary to score higher.",2016 Chanson Père & Fils Beaune 1er Cru Clos des Mouches Blanc,RP 89
28,Oratoire Chanson,Gevrey-Chambertin 1er Cru La Perrière,"The 2016 Gevrey-Chambertin 1er Cru La Perrière is showing quite well from bottle, offering up aromas of rose petal, potpourri and dark berry fruit that's quite marked by whole cluster fermentation. On the palate, it's medium to full-bodied, ample and fleshy, with succulent acids, powdery tannins and an open-knit profile, concluding with a somewhat diffuse finish. This will offer a great deal of near-term charm, though it isn't especially profound and nor is it built for the long haul.",2016 Chanson Père & Fils Gevrey-Chambertin 1er Cru La Perrière,RP 89
29,Oratoire Chanson,Corton Vergennes Grand Cru,"The 2016 Corton Vergennes Grand Cru offers up aromas of lemon oil, green apple and iodine, framed by rapidly dissipating reduction. On the palate, it's medium to full-bodied, open-knit and fleshy, with moderate concentration and ripe acids, falling a little flat on the finish.",2016 Chanson Père & Fils Corton Vergennes Grand Cru,RP 89
30,Oratoire Chanson,Beaune 1er Cru Clos du Roi,"Aromas of strawberries, cherries, spices and mint introduce the 2016 Beaune 1er Cru Clos du Roi, a medium to full-bodied wine with supple tannins, a fleshy core of succulent fruit and a youthfully chewy finish that's a touch austere, depressing my score a little. While this can't match the depth or completeness of the Clos des Fèves, it's a creditable effort.",2016 Chanson Père & Fils Beaune 1er Cru Clos du Roi,RP 89
31,Oratoire Chanson,Pommard 1er Cru Les Charmots,"Aromas of jammy berry fruit and herbs introduce the 2016 Pommard 1er Cru Les Charmots, a medium-bodied, open-knit wine with youthfully chewy tannins and a fleeting finish.",2016 Chanson Père & Fils Pommard 1er Cru Les Charmots,RP 89
32,Oratoire Chanson,Viré-Clessé,"The 2016 Viré-Clessé bursts with aromas of orchard fruit and citrus blossom, followed by a medium to full-bodied, ample and satiny palate that's attractively lively and pure. This is a simple but nicely balanced white that, in the context of its appellation, is one of Chanson's more successful 2016s.",2016 Chanson Père & Fils Viré-Clessé,RP 89
33,Oratoire Chanson,Pernand-Vergelesses 1er Cru Les Vergelesses,"Tasted from bottle, 2016 Pernand-Vergelesses 1er Cru Les Vergelesses offers up pretty notes of plum and cherry fruit mingled with notions of Indian spices and loamy soil. On the palate, the wine is medium-bodied and expansive on the attack, but it's a little compact and austere on the back end, marred by tannic asperity.",2016 Chanson Père & Fils Pernand-Vergelesses 1er Cru Les Vergelesses,RP 89
34,Oratoire Chanson,Beaune 1er Cru Les Grèves,"The 2016 Beaune 1er Cru Les Grèves bursts with aromas of spiced plums and dark chocolate. On the palate, it's medium to full-bodied but firm and drying, with chewy tannins and some overripe characteristics. This would appear to be a swing and a miss from Chanson this year.",2016 Chanson Père & Fils Beaune 1er Cru Les Grèves,RP 89
35,Oratoire Chanson,Beaune 1er Cru Clos des Marconnets,"The 2016 Beaune 1er Cru Clos des Marconnets offers more perfumed, red cherry fruit on the nose compared to the Teurons and Clos du Roi, well defined with good vigor. The palate is fresh and crisp on the entry with a fine bead of acidity, grainy in texture with touches of black truffle decorating the structured finish. Give this three of four years in bottle and you will have a delightful Beaune premier cru.",2016 Chanson Père & Fils Beaune 1er Cru Clos des Marconnets,RP 89
36,Oratoire Chanson,Beaune 1er Cru Les Teurons,"The 2016 Beaune 1er Cru Les Teurons has a little more detail on the nose compared to the Clos du Roi, tensile with a mixture of red and black fruit, sous bois and a little tobacco. The palate is medium-bodied with fine-grain tannin, edgy and maybe a little angular at the moment, although I like the focus and energy here and the tension all the way through to the finish. Very fine.",2016 Chanson Père & Fils Beaune 1er Cru Les Teurons,RP 89
37,Oratoire Chanson,Charmes-Chambertin Grand Cru,"The 2016 Charmes-Chambertin Grand Cru was a little underwhelming on the nose after tasting a string of very attractive Beaune premier crus. This appeared to lack a little fruité and complexity by comparison, rather dusty and stemmy. The palate is medium-bodied with firm tannin, rather dry in the mouth compared to its peers, with brambly black fruit toward the supple, easy-going finish. Not bad, but it could have been better.",2016 Chanson Père & Fils Charmes-Chambertin Grand Cru,RP 89
38,Oratoire Chanson,Chablis Grand Cru les Clos,"The 2016 Chablis Grand Cru les Clos offers more vigor on the nose compared to the Bougros and Les Preuses from Chanson, although it still lacks the complexity and nerve you expect from a grand cru. The palate is well balanced with a sharp, sour lemon entry. There is plenty of lime mixed in with the citrus fruit and there is better length than the aforementioned grand crus, although I would still assert that it lags behind the decent 2015 last year.",2016 Chanson Père & Fils Chablis Grand Cru les Clos,RP 89
39,Oratoire Chanson,Chablis Grand Cru Bougros,"The 2016 Chablis Grand Cru Bougros has a pretty, light peach-scented bouquet with fine delineation and well-integrated oak. The palate is quite sharp and bitter on the entry, attacking on the entry but not following through with the requisite weight and concentration. Hopefully this will improve with some age.",2016 Chanson Père & Fils Chablis Grand Cru Bougros,RP 89
40,Oratoire Chanson,Meursault Village,"The 2016 Meursault Village had a light reduction on the nose but it is more measured than the Savigny-lès-Beaune Blanc. The palate is taut and ripe on the entry with sharp acidity, sour lemon mingling with citrus peel, with a short, punchy finish.",2016 Chanson Père & Fils Meursault Village,RP 89
41,Oratoire Chanson,Chassagne-Montrachet Village,"The 2016 Chassagne-Montrachet Village has a light, simple, white flower-tinged bouquet that needs to show more vigor. The palate is rounded on the entry with a slightly honeyed texture, but it feels monochromatic and rather predictable on the finish. Upended by the growing season perhaps?",2016 Chanson Père & Fils Chassagne-Montrachet Village,RP 89
42,Oratoire Chanson,Chablis Grand Cru les Preuses,"The 2016 Chablis Grand Cru les Preuses has a slightly dilute, waxy bouquet that requires more focus and vigor, especially for a grand cru. The palate is sour on the entry, almost mouth-puckeringly so, with a lack of complexity and terroir expression on the finish. This ought to be better.",2016 Chanson Père & Fils Chablis Grand Cru les Preuses,RP 89
43,Oratoire Chanson,Puligny-Montrachet 1er Cru les Folatières,"Tasted blind at the annual Burgfest tasting, Chanson's 2014 Puligny-Montrachet 1er Cru les Folatières was showing a touch of reduction on the nose, a very light ash/ember-like aroma that combines neatly with the flinty scents. The palate is fresh on the entry with a line of crisp acidity, well poised and saline with a dash of cracked black pepper on the finish. I was surprised how well this showed against its peers—chapeau!",2014 Chanson Père & Fils Puligny-Montrachet 1er Cru les Folatières,RP 89
44,Oratoire Chanson,Charmes-Chambertin Grand Cru,"Tasted blind at the Burgfest 2014 tasting, Chanson's 2014 Charmes-Chambertin Grand Cru has a rather simple, slightly monotone bouquet with redcurrant and strawberry fruit, but it lacks complexity and mineralité. The palate is medium-bodied with evidence of some whole-bunch fruit, well-judged acidity and a slightly stalky but balanced finish. It actually is not a million miles away from Dujac in style. I think the aromatics will improve with time, though it does come across very dry on the aftertaste. Tasted September 2017.",2014 Chanson Père & Fils Charmes-Chambertin Grand Cru,RP 89
45,Oratoire Chanson,Beaune 1er Cru Clos des Marconnets,"Tasted blind at the Burgfest 2014 tasting, the 2014 Beaune 1er Cru Clos des Marconnets has an elegant bouquet that leans squarely upon red fruit: strawberry and raspberry preserves, a pleasant touch of orange rind surfacing with aeration. The palate is well balanced with a supple, fresh and crisp entry. I adore the fruit profile here: vibrant strawberry and cranberry notes, a slight bitterness toward the finish that keeps this Beaune on its toes. It might lack length, but this is a very decent Beaune premier cru from Chanson. Tasted September 2017.",2014 Chanson Père & Fils Beaune 1er Cru Clos des Marconnets,RP 89
46,Oratoire Chanson,Corton Vergennes Grand Cru,"Tasted blind at the annual Burgfest tasting, Chanson's 2014 Corton Vergennes Grand Cru is very reduced on the nose and this detracts from typicity—it could come from anywhere (or at least from any winemaker pursuing a Coche-Dury-like reduction!). The palate is well balanced with a soft opening and lower acidity than I would anticipate from the 2014 vintage, with a fluffy, brioche-tinged finish. Drink sooner rather than later.",2014 Chanson Père & Fils Corton Vergennes Grand Cru,RP 89
47,Oratoire Chanson,Chassagne Montrachet 1er Cru les Chenevottes,"Tasted blind at the annual Burgfest tasting, Chanson's 2014 Chassagne Montrachet 1er Cru les Chenevottes was showing some reduction at first, but there is plenty of fruit behind it. It's not quite as clean as the best Chassagne-Montrachet and has a tang of mothballs. The palate is balanced with a waxy-textured opening and notes of apricot and Golden Delicious apples that lead to a straightforward, lightly spiced finish that tapers prematurely. This will be an earlier drinking Chassagne-Montrachet.",2014 Chanson Père & Fils Chassagne Montrachet 1er Cru les Chenevottes,RP 89
48,Oratoire Chanson,Chablis Grand Cru les Clos,"The 2015 Chablis Grand Cru les Clos has a simple, limestone and slate-scented bouquet that could do with a little more personality. The palate is balanced with a smear of honey on the entry, quite resinous in styl, with stone fruit toward the broody finish. Give this two or three years in bottle and you should have a decent, if not exceptional, les Clos.",2015 Chanson Père & Fils Chablis Grand Cru les Clos,RP 89
49,Oratoire Chanson,Chablis Grand Cru les Preuses,"The 2015 Chablis Grand Cru les Preuses was marred by some SO2 on the nose that detracted from terroir expression. The palate is better with a fine bead of acidity. There is plenty of crisp, quite spicy and tropical-influenced fruit. It is not an intellectual les Preuses, but with a couple of years in bottle, it should come good.",2015 Chanson Père & Fils Chablis Grand Cru les Preuses,RP 89
50,Oratoire Chanson,Chablis,"The 2015 Chablis has a very Zen-like, struck flint-scented bouquet with touches of apple blossom in the background. The palate is balanced but simpler than the aromatics portend, and it lacks tension and mineralité on the flatlining finish. This should be better.",2015 Chanson Père & Fils Chablis,RP 89
51,Oratoire Chanson,Charmes-Chambertin Grand Cru,"Tasted blind at the Burgfest tasting in Beaune, the 2013 Charmes-Chambertin Grand Cru was more advanced in appearance than its peers. I thought perhaps there was some stem addition here. It certainly seems that way on the nose with an attractive stemminess filtering through the red berry fruit. The palate is medium-bodied with grainy tannin, fine acidity, very well balanced with genuine complexity and nuance on the finish. There is something enigmatic about this Charmes-Chambertin and I look forward to seeing how it matures. Chanson deserves much credit for this excellent Grand Cru that out-gunned a lot of famous names under blind conditions. Tasted September 2016.",2013 Chanson Père & Fils Charmes-Chambertin Grand Cru,RP 89
52,Oratoire Chanson,Chassagne Montrachet 1er Cru les Chenevottes,"Tasted blind at the annual “Burgfest” tasting in Bouilland. The 2013 Chassagne Montrachet 1er Cru les Chenevottes has a rather muddled bouquet at the moment and is missing the focus of its peers. Citrus fruit, dried honey and waxy scents, but this just needs a little more detail to come through. The palate is medium-bodied with a pleasurable entry, grapefruit, melon and honey with a saline undertow. Modest in length but nicely composed, I would broach this Chassagne-Montrachet over the next 8-10 years. Tasted May 2016.",2013 Chanson Père & Fils Chassagne Montrachet 1er Cru les Chenevottes,RP 89
53,Oratoire Chanson,Corton Vergennes Grand Cru,"Tasted blind at the annual “Burgfest” tasting in Bouilland. The 2013 Corton Vergennes Grand Cru has a forward and quite powerful bouquet with notes of dried honey and brioche infusing the citrus fruit, rich but unlike several Corton-Charlemagnes from this vintage, I don't find too much botrytis here. The palate is waxy on the entry with perhaps a little too much lime. It feels balanced with noticeable oak, the finish predictable and missing some precision and mineralité. Tasted May 2016.",2013 Chanson Père & Fils Corton Vergennes Grand Cru,RP 89
54,Oratoire Chanson,Puligny Montrachet 1er Cru les Folatieres,"Tasted blind at the annual “Burgfest” tasting in Bouilland. The 2013 Puligny Montrachet 1er Cru les Folatières was showing too much sulfur dioxide on the nose that shaves away some of its precision. The palate is better with a balanced opening, plenty of lime zest and Granny Smith apple, although it feels a little curt and abrupt towards the finish. Tasted May 2016.",2013 Chanson Père & Fils Puligny Montrachet 1er Cru les Folatieres,RP 89
55,Oratoire Chanson,Chablis Grand Cru Bourgros,"The 2014 Chablis Grand Cru Bougros sees partial fermentation and maturation in demi-muids. It has a well-defined bouquet, plenty of fresh lime complementing the Granny Smith apples, although it does not quite deliver the mineralité of its peers. The palate is well balanced with crisp acidity, harmonious and linear, fresh and spicy towards the composed finish that has class. It is not giving too much away at the moment, but with 3-5 years this could evolve into a great Bougros. ",2014 Chanson Père & Fils Chablis Grand Cru Bourgros,RP 89
