,producer_name,product_name,description,full_name,critic_score
10,The Sadie Family,Columella,"Composed of a blend of Syrah, Mourvèdre, Grenache, Carignan, Cinsault and Tinta Barocca, the 2021 Columella is instantly impressive, with firm layers of red fruit over a spicy core of oak that sways with notions of turned earth and a kiss of wild herbs. Medium to full-bodied and with about 14% alcohol, the palate is fresh and nimble while delivering more oak on the palate than the nose leads on. The palate has flavors of wild sage and black peppercorn with notes of baked clay and plum skin. Undoubtedly, it will age for decades, but don't be too hasty to open this right away. Just over 14,000 bottles were produced from 50% whole-cluster grapes.",2021 Sadie Family Columella,RP 97
11,The Sadie Family,Sonwyn,"A rarity and curiosity hailing from the heart of Swartland, the 2019 Sonwyn was made with the glorious effects of maderization. Possessing a soft golden/orange hue and clocking in at 16.5% alcohol, the Sonwyn offers classic toffee and crème brûlée notes with spicy undulations of dried orange peel and dried flowers. Bone dry, fresh, zesty and spicy, the mouthfeel bursts into life with energetic acidity and freshness, offering a rich, full-flavored expression that will have no challenges aging for a century or more. It's a brilliant wine that will excite fortified wine lovers around the globe and will remain bulletproof in the wine cellar. Indeed, it's a unique wine crafted with the utmost thought and care. Good luck finding some. 580 bottles produced.",2019 Sadie Family Sonwyn,RP 97
12,The Sadie Family,Old Vine Series Skurfberg,"Spicy white florals burst from the glass of the 2021 Old Vine Series Skurfberg along with aromas of yellow apple skin, white spice tea and just-ripe peach. Medium-bodied, the wine possesses an impeccable frame with a juicy, just-ripe pomaceous character before somersaulting across the mid-palate, revealing excellent action with energetic acidity and wood flavors that leap for attention. The wine glides to a fantastic, lively and impressive finish with lingering flavors of spiced tea and popcorn kernel. Bravo!",2021 Sadie Family Old Vine Series Skurfberg,RP 97
13,The Sadie Family,Old Vine Series T Voetpad,"Made from vineyards first planted in 1887 and 1928, the 2021 Old Vine Series T Voetpad comes from the oldest, dry white wine vineyard in South Africa. Cerebral and delightfully waxy, it has freshness with sweet citrus tones that sway with aromas of raw honeycomb and dusty citrus blossom. Medium-bodied, the palate is energetic with plenty of life left in it and shows a delightful kiss of phenolic bitterness and soft tannic lift that makes this a silent juggernaut for food and wine pairings. Absolutely stellar!",2021 Sadie Family Old Vine Series T Voetpad,RP 97
14,The Sadie Family,Old Vine Series Kokerboom,"The 2021 Old Vine Series Kokerboom offers a waxy and dusty nose with hints of lime yogurt and lemon meringue and elements of spiced white tea. Medium to full-bodied, the palate bursts to life with vivacious energy and focus, exploding with sweet citrus flavors without being overdone. Composed of Sémillon and Sémillon Gris, the wine will remain food-friendly until its 20th birthday and perhaps beyond.",2021 Sadie Family Old Vine Series Kokerboom,RP 97
15,The Sadie Family,Old Vine Series Pofadder,"Proving that Cinsault can be world-class and age-worthy, the 2021 Old Vine Series Pofadder is deeper in color this year and has a focused core of crunchy red fruits and hints of roses with a lively mineral essence. Medium-bodied, the wine has an ethereal mouthfeel, fine mineral tension and an electric mid-palate that sashays with a seductive nature, revealing its complexities and secrets. With precision and finesse, the wine ends with lingering flavors of potpourri and wild raspberry. Bravo! I can't keep my hands off it.",2021 Sadie Family Old Vine Series Pofadder,RP 97
16,The Sadie Family,Old Vine Series Mev Kirsten,"The 2021 Old Vine Series Mev Kirsten shows surprising depth with bright citrus and a pristine focus that is initially linear but gives way to a lively and fresh expression that overflows from the glass. Medium-bodied, the wine continues to gain complexity across the mid-palate and uncoils in the mouth like a champion. The longer the wine sits on the palate, it reveals its subtleties and secrets before growing in amplitude and precision over the lively and energetic finish. Bravo!",2021 Sadie Family Old Vine Series Mev Kirsten,RP 97
17,The Sadie Family,Old Vine Series Treinspoor,"Made from Tinto Barocca, the 2021 Old Vine Series Treinspoor is instantly impressive in the glass with a fresh frame of dark red fruits that sways with just-ripe plum and dark cherry skin essences. Medium to full-bodied, the palate is muscular with a gripping tannic edge that reveals devastating beauty and picturesque, spiced plum and dusty florals across the mid-palate. The wine loosens and uncoils as it sits in the mouth before ending with a fresh, fruited, slightly spicy finish that lingers with a tight graphite sensation.",2021 Sadie Family Old Vine Series Treinspoor,RP 97
18,The Sadie Family,Old Vine Series Skerpioen,"An instant delight, the 2021 Old Vine Series Skerpioen is bright and salty with a citrus-focused nose that offers soft notions of white flowers and sea spray. Medium-bodied, the wine compresses on the palate and shows energetic acidity with flavors of white spiced tea, lemon pith and citrus blossom before ending with a food-friendly, mineral-laced finish. It’s a brilliant wine that will find synergistic effects from being paired with food.",2021 Sadie Family Old Vine Series Skerpioen,RP 97
19,The Sadie Family,Old Vine Series Soldaat,"Lighter in color this year, the 2021 Old Vine Series Soldaat is brilliant with a fleshy, ripe, crunchy red fruit essence that sways with an aroma of dusty cherry blossom. Medium-bodied and with 13% alcohol, the palate is fresh yet possesses a nervous energy that uncoils as the wine sits on the palate before revealing a delightful tannic grip. The Grenache concludes with a fine, floral finish and will need additional time in the bottle to come together but will drink fantastically over the next 12- 14 years. Just give it some time, and your patience will be rewarded.",2021 Sadie Family Old Vine Series Soldaat,RP 97
20,The Sadie Family,Columella,"From the first sniff, the 2020 Columella is an instant champion that is pointing and swinging for the fence. With its fresh frame of fruit and expertly layered oaky essences, the wine is incredibly complex as it bursts from the glass with precision and finesse. Medium-bodied and with 13.5% alcohol, the Columella somersaults into a phantasmagoria of bright crunchy red fruit flavors and seductive floral essences that makes my head spin. Collectors will take note and add a couple of bottles of this to their cellar. It’s an absolutely stellar bottling that will age gracefully for decades.",2020 Sadie Family Columella,RP 97
21,The Sadie Family,Old Vine Series T Voetpad,"Opening to a floral and citrus nose, the 2020 Old Vine Series T Voetpad has amazing focus and bright citrus tones that unfold with a soft waxy and floral nature. Medium-bodied and impeccably balanced, the palate offers up a flavor of sour peach ring and laser beam acidity that will continue on for more than two decades. This wine has amazing mineral tension and hints of nuts, but the amazing acidity drives the ever-evolving and persistent finish, leaving behind notions of sea spray. Absolutely mind-blowing stuff!",2020 Sadie Family Old Vine Series T Voetpad,RP 97
22,The Sadie Family,Old Vine Series Skerpioen,"The 2020 Old Vine Series Skerpioen walks the fine line of mineral and citrus, possessing a kiss of sea spray before notions of wax melon, yellow apple skin and sweet Meyer lemon sway on the nose. Medium-bodied on the palate, a slight tinge of fresh herbs makes way for mouthwatering succulent acidity, followed by a kiss of phenolic bitterness and a soft leesy quality over the persistent, almost salty finish. I really enjoy the action on the palate. It's utterly mesmerizing. Bravo!",2020 Sadie Family Old Vine Series Skerpioen,RP 97
23,The Sadie Family,Old Vine Series Kokerboom,"A pale gold color in the glass, the 2020 Old Vine Series Kokerboom is clean and citrus-driven and offers up aromas of lanolin wax and sea spray. The wine possesses a delightful action in the mouth. The piercing citrus tones effortlessly glide across the palate with a mineral-driven backbone that intensifies over the somersaulting, winding and long finish. Bravo!",2020 Sadie Family Old Vine Series Kokerboom,RP 97
24,The Sadie Family,Old Vine Series Mev Kirsten,"Beginning with an almost electric nose, the 2020 Old Vine Series Mev Kirsten offers a fine, dusty mineral essence and elements of underripe pineapple, yellow pear, sweet citrus and lanolin. The wine is balanced on the palate, with energetic acidity that races across the mid-palate with finesse and precision, followed by a soft chalky mineral tension and a slight kiss of phenolic bitterness. The wine unpacks and unfolds over the elongated finish with subtle flavors of arugula and underripe peach skin. Bravo!",2020 Sadie Family Old Vine Series Mev Kirsten,RP 97
25,The Sadie Family,Old Vine Series Skurfberg,"Wrapped up with notions of lemon pith and a fine dusty minerality, the 2020 Old Vine Series Skurfberg offers intoxicating aromas of citrus blossom, white peach, pineapple and lime candy, followed by a breathtaking expression of yuzu and wax melon that sway with precision and finesse. Medium-bodied, the wine unpacks across the mid-palate, offering mind-boggling, bright acidity that will remain food-friendly for more than two decades. The wine comes to an explosive finale with a never-ending finish. I can't put down my glass.",2020 Sadie Family Old Vine Series Skurfberg,RP 97
26,The Sadie Family,Old Vine Series Treinspoor,"Delightfully juicy in the glass, the 2020 Old Vine Series Treinspoor offers ripe, spiced plum notes with a pleasurable mineral edge and nuances of black raspberry and sweet tobacco, with an undercurrent of charming dark red fruit tones. Medium to full-bodied, the palate is compact and precise, with a firm, tannic edge that will remain food-friendly for years to come. This delicious and complex wine continues to unpack and reveal its complexities over the elongated and juicy finish. It’s gorgeous in every sense of the word.",2020 Sadie Family Old Vine Series Treinspoor,RP 97
27,The Sadie Family,Old Vine Series Pofadder,"Beginning with a lighter and lifted nose, the 2020 Old Vine Series Pofadder offers Pinot Noire-like aromas with hints of potpourri and red spice before ripe, dusty cherry skin flows out of the glass with a kiss of green herbs. Medium-bodied, the palate delivers a just-ripe fruit quality with flavors of tart cherries and wild strawberries and fine mineral tension. The wine has a balanced structure yet concludes with a slightly tannic and drying finish. Give it one more year of bottle age, then drink through 2038.",2020 Sadie Family Old Vine Series Pofadder,RP 97
28,The Sadie Family,Old Vine Series Soldaat,"Floral and red-fruited, the 2020 Old Vine Series Soldaat begins with a gorgeous expression of wild cherry, black raspberry and potpourri with dried roses on the nose. Medium to full-bodied, the palate is mineral-driven with red and white spice elements that give way to lifting tannins and succulent acidity. This juicy little gem concludes with a delightfully lingering finish that waves with crunchy red fruit.",2020 Sadie Family Old Vine Series Soldaat,RP 97
29,The Sadie Family,Columella,"Impeccably balanced and gorgeously seductive on the nose, the 2019 Columella is a steadfast crowdpleaser with succulent red fruit tones that waft with elegance and fitness before flaunting bright red florals. Medium to full-bodied, the palate is stunningly impressive with nimble weightlessness across the mid-palate before showcasing power and finesse through layers of complexity. The wine somersaults to an epic finish that continues to linger in the mouth with persistence. Absolutely stunning!",2019 Sadie Family Columella,RP 97
30,The Sadie Family,Palladius,"Delivering aromas of lemon oil, raw honeycomb, wax melon and underripe peach skin, the 2019 Palladius is gorgeous on the nose, with a delightful floral lift and dusty nuance. Medium-bodied on the palate, the wine offers notions of dusty honeysuckle, underripe peach skin and citrus blossom along with lovely mineral tension and a kiss of phenolic bitterness. This will remain food-friendly until its 20th birthday. Every time I try these wines, they never seem to fail to deliver pleasure. Absolutely stunning!",2019 Sadie Family Palladius,RP 97
31,The Sadie Family,Columella,"Deep ruby at the core with a pale ruby edge, the 2018 Columella explodes from the glass with high-toned, dark red fruit aromas of black raspberry, dusty plum and dark cherry skin in the glass, with an alluring essence of dust-blown red flowers and a kiss of baking spices layered through the nose. Medium-bodied and bursting with flavor, the 13.5% alcohol wine shows impeccable balance, succulent acidity and lifting tannins, making way for a delightful mineral tension sensation across the mid-palate. The wine somersaults in the mouth, revealing new layers of black olive and dusty black cherry skin before concluding with a long, evolving finish marked by a dusty, red-berried essence that begs me back for more. This is a wine where, once you have a sip, you can’t help being seduced by its intoxicating aromas that will leave your head spinning. Another stunningly brilliant vintage of Columella. Bravo!",2018 Sadie Family Columella,RP 97
32,The Sadie Family,Palladius,"The 2018 Palladius is pale gold in color with an impressive meniscus that clings to the glass. The nose is youthful with a significant underlying mineral essence beneath aromas of waxy citrus blossom, Meyer lemon pith, raw honeycomb, wax melon and yellow apple skin. Medium-bodied, the 13.5% alcohol wine is majestic on the palate, displaying a tightly wound mineral tension, a waxy and textural mouthfeel and a kiss of phenolic bitterness to make this absolutely food-friendly and age-worthy. The wine continues to unfold and evolve on the palate, offering complex terroir expressions. Concluding with a long, drawn-out and persistent finish, flavors of dusty citrus linger for more than a minute. There’s no wonder why these wines are so highly allocated and sought after. I just had a daydream about how tertiary and nutty this bottle will be in 15 years. Simply stunning! Wow.",2018 Sadie Family Palladius,RP 97
33,The Sadie Family,Valtuille Entre Amigos Pérez y Sadie,"The 2016 Valtuille Entre Amigos Pérez y Sadie fermented with full clusters in oak vats and matured in his T5 barrels, which always give the wine a sweet spicy twist. It's a blend of 70% Mencía and 30% Bastardo/Merenzao that still feels young and undeveloped, and it's quite tannic, with an herbal twist but also a ripe side. This has the South African signature—power, color and tannin. It needs time... Apparently, none of the vintages have yet been sold. There are 1,100 bottles of this.",2016 Sadie Family Valtuille Entre Amigos Pérez y Sadie,RP 97
34,The Sadie Family,Old Vine Series T Voetpad,"A blend of Semillon, Palomino, Chenin & Muscat, the 2018 Old Vine Series T Voetpad Has a citrus-driven knows with the subtle floral hints from Muscat. Initially, the focus of the wine was mineral-driven. As the wine opened up, it gained in complexity, expressing each varietal individually over time. Mandarin orange, Meyer lemon zest, red delicious apple and stargazer lily, all promenade, with impeccable texture and minerality that is beautifully woven into the fabric of the wine. Medium-bodied, with the long complex finish, the T Voetpad has lively acidity and balanced focus that will last for years to come!",2018 Sadie Family Old Vine Series T Voetpad,RP 97
35,The Sadie Family,Old Vine Series Kokerboom,"Now coming from Olifants River, the Semillon speaks clearly through the expression of the 2018 Old Vine Series Kokerboom with clean citrus and subtle minerality, with hints of soft herbal aromas not typically found in past bottlings, just this vintage. The palate shows great texture and depth of flavor, overflowing with rocky expressions, dusty citrus blossoms that are clean and focused, showing still tight. The acidity and mineral backbone continues straight through onto the finish and lingers with thought-provoking longevity that can still be felt and tasted after a minute past. My head is spinning with excitement!  Well done, this is a remarkable wine that is incredibly food-friendly!",2018 Sadie Family Old Vine Series Kokerboom,RP 97
36,The Sadie Family,Old Vine Series Skurfberg,"Now coming from Olifant's River, the 2018 Old Vine Series Skurfberg is Chenin Blanc at its finest. The nose opens with the precision and focus
to be one of South Africa's greatest bottles of Chenin Blanc, showcasing pineapple with a rocky minerality, that is tightly wrapped with citrus and tropical fruits aromas. The palate is just ripe, with golden apples and freshly squeezed lemon peel with an undercurrent of pleasing waxy bitterness. This wine has length, is well-balanced with high complexity and I felt myself do a double take, eagerly going back for a second sip. The medium-bodied wine ends with a long dusty, thought-provoking finish.",2018 Sadie Family Old Vine Series Skurfberg,RP 97
37,The Sadie Family,Old Vine Series Skerpioen,"Fresh and zippy, the 2018 Old Vine Series Skerpioen opens with citrus and in a shy way. The palate moves more citrus-driven with a soft salinity that is very pleasing on the mid-palate, showing a focused and clean expression with a mineral backbone that I find in the range of Sadie Family wines.  The finish is pure and structured and begs for fresh seafood and shellfish. Medium-bodied with lively acidity, this is serious wine made from a blend of Chenin Blanc and Palomino that is simply delicious! Stellar!",2018 Sadie Family Old Vine Series Skerpioen,RP 97
38,The Sadie Family,Old Vine Series Mev Kirsten,"Initially, the nose of the 2018 Old Vine Series Mev Kirsten started off shy but after getting the wineglass spinning, it awoke with a white powdery minerality,  citrus focal point, centered around dusty white flowers. On the palate, the wine expands and unfolds with the complexity of a Rubik's cube, continually spinning between blanched almond skin, pressed citrus peel, bee pollen and with a fine powdery minerality that lingers through the finish. Medium to full-bodied, the complexity of this wine is evident with its long finish and bright acidity that is softly bitter and makes me crave fresh shellfish on the beach. The structure, complexity and focus will allow this wine to age for decades. Impressive!",2018 Sadie Family Old Vine Series Mev Kirsten,RP 97
39,The Sadie Family,Old Vine Series Pofadder,"The 2018 Old Vine Series Pofadder begins with a lighter floral expression with tart red fruits, with a tightly knit firm rocky core.  On the palate, the wine is tightly structured with rigidity and rusticity, showing a serious wine, with flavors of cranberry and cherries skin that grip the tongue. Medium-bodied and with bright acidity, the red-fruited finish lingers long with taut mineral tension. For a lighter wine, it is cellar-worthy and incredibly food-friendly.",2018 Sadie Family Old Vine Series Pofadder,RP 97
40,The Sadie Family,Old Vine Series Treinspoor,"The 2018 Old Vine Series Treinspoor made form Tinta Barocca begins quietly brooding in the glass with a serious nose that is dark-fruited. On the palate, the wine has an unrelenting tannic edge with a firm mineral grip that grabs you by the gum line and doesn't let go. The tannic expression echoes of Nebbiolo from Northern Italy. Clearly it will take years to settle down, or you are going to need carpaccio. Full-bodied and tightly mineral on the finish, the wine is going to need five to seven years before you can properly enjoy this bottle by itself.",2018 Sadie Family Old Vine Series Treinspoor,RP 97
41,The Sadie Family,Old Vine Series Soldaat,"An unwooded expression of Grenache, the 2018 Old Vine Series Soldaat begins with a light floral nose with a dusty red-fruited core. Immediately on the palate, there's a tight mineral grip, that almost robs the elegance and enjoyment away from the fruit. Fresh and firm, the mineral backbone drives through the mid-palate ending with a long and pure expression that is medium-bodied, with slightly chalky tannins, leaving me wanting just a bit less rigidity. This will mellow in time.",2018 Sadie Family Old Vine Series Soldaat,RP 97
42,The Sadie Family,Palladius,"A gentle giant with a quiet nose that is shy yet possesses a pure minerality to the heart of its core, the 2017 Palladius has expressive and dusty citrus tones, with a wet river rock stoniness. The palate is balanced with a firm acidic edge and focus that is truly mindboggling. Medium-bodied with a long saline finish, the perplexing expression lingers with lemon oil, bee pollen and fine chalky powder. The acidity and balance in this wine are going to ensure that it possesses the ability to live on for decades in your cellar.  Be patient. It's good now but it will get better in time.",2017 Sadie Family Palladius,RP 97
43,The Sadie Family,Columella,"The 2017 Columella begins with a dusty essence and dark-fruited core, that is dusty yet still has a softness to the nose. The palate is expressive with an austere peppery edge that is tightly wound with dusty tannins and a sandy powdering of blackberry, dark cherry and black plum skin. Ethereally structured,  the wine has power and precision that is highly complex and will age for decades to come. The finish is shy, yet still having the depth and breadth of a fine wine, that lingers with a firm dusty minerality and tannic grip. Wow! What focus!",2017 Sadie Family Columella,RP 97
44,The Sadie Family,Old Vine Series Mev Kirsten,"With a richer, bolder expression, a testament to the challenging vintage, the 2016 Old Vine Series Mev Kirsten has a gorgeous nose, showing dusty pineapple, apple skin with white spice and baked earth.  In the mouth, the wine expands to show greater depth with a delicate nuttiness and mineral tension, with the subtle growing flavor of arugula, moving slightly waxy across the mid-palate. Medium to full-bodied, the mouthfeel is well textured and has an amazing liveliness to the long complex and lingering finish.",2016 Sadie Family Old Vine Series Mev Kirsten,RP 97
45,The Sadie Family,Columella,"On the nose, the 2016 Columella reminds me of sitting on the beach eating a bowl of blackberries and dark cherries. The nose has a structural rigidity with a firm mineral presence, which I typically get from the Northern Rhône. Once on the palate, the wine expands in the mouth, unfolding its layers, showing great complexity with a tightly structured grip. Medium-bodied, the complexity continues on to the finish, continually expressing new sensations, ending with fresh cherry skins with a long, taught finish. Very few wines show this elegance and mineral tension, alongside with the dusty freshness and vibrancy. Columella has always had a special place in my heart, and this is a fine example. You'll want to lay this down in your cellar for some time. I have the notion that it is going to age like a king. Impressive!",2016 Sadie Family Columella,RP 97
46,The Sadie Family,Valtuille Entre Amigos Pérez y Sadie,"The 2017 Valtuille Entre Amigos Pérez y Sadie was produced with grapes from a vineyard in Villafranca del Bierzo, mostly Mencía with other varieties, as it's a very old vineyard. It's easy to drink and more elegant than previous vintages I had tasted, low in alcohol and with a vibrant palate with fresh flavors. It doesn't show any heat, even though the year was very warm and dry, with a very early harvest. 500 bottles were filled in December 2018.",2017 Sadie Family Valtuille Entre Amigos Pérez y Sadie,RP 97
47,The Sadie Family,Valtuille Entre Amigos Pérez y Sadie,"The second vintage of the Eben Sadie-Raúl Pérez joint venture, the 2014 Valtuille Entre Amigos Pérez y Sadie, was cropped from a vineyard in the village of Valtuille that was planted with mixed varieties, but mostly Mencía. It has marked rusticity and feels very earthy, a little spicy, with some oak undertones, hints of black olives and more concentrated and darker than the debut vintage. It has some wrinkly, slightly dusty tannins. This feels distinctly different from the wines of Raúl Pérez, more structured, in need of bottle aging and/or powerful food. They only did one 500-liter barrel, so there are some 600 bottles of it.",2014 Sadie Family Valtuille Entre Amigos Pérez y Sadie,RP 97
48,The Sadie Family,Old Vine Series T Voetpad,"A blend of Semillon Blanc, Semillon Gris, Chenin Blanc, Palomino and Muscat, the 2015 Old Vine Series T Voetpad has a strict, linear bouquet that needed the most encouragement from the glass out of all Eben's 2015s. The palate is beautifully balanced and packed full of flavor: orange rind, bitter lemon, sea salt, lanolin and a touch of hazelnut, fanning out beautifully towards the finish that demonstrates superb vigor. This is a blistering follow-up to the 2014 and two minutes after the wine has departed, you can still feel the mouth tingling with salinity.",2015 Sadie Family Old Vine Series T Voetpad,RP 97
49,The Sadie Family,Old Vine Series Treinspoor,"The 2015 Old Vine Series Treinspoor, Eben's Tinta Barocca cuvée, which he said has ""the biggest passport in South Africa"" since the grape has been grown there for a long time for fortified wine production, has a lucid ruby color. Eben told me that it is actually one of his most difficult sells but I am of the opinion that it is one of his best wines. Darker in colur than then other OVS labels, it has a captivating bouquet with raspberry, cranberry leaf, tobacco and damp wet clayey aromas. The palate has firm tannin that Eben compared to Piedmont, which I can understand. The acidity is beautifully judged with killer salinity and mineralité on the finish that both linger in the mouth. This is an outstanding South African wine.",2015 Sadie Family Old Vine Series Treinspoor,RP 97
50,The Sadie Family,Old Vine Series Kokerboom,"The 2015 Old Vine Series Kokerboom (the 2017 was being pressed at the same time as I was tasting it) has an intriguing bouquet with orange blossom, sea spray, lanolin and grilled walnut aromas, like others developing more intensity as it aerated in the glass. The palate is medium-bodied with beautiful balance in the mouth, a perfect combination of sweet and sour, a tincture of almond macaroon lending sweetness towards the finish. This is the best Kokerboom that I have tasted.",2015 Sadie Family Old Vine Series Kokerboom,RP 95
51,The Sadie Family,Old Vine Series Soldaat,"The 2015 Old Vine Series Soldaat is one of the few labels from Eben that is still 100% whole bunch, aged in concrete only. It has a brambly red berry fruit, a slight granitic note overlayed by wilted rose petal. The palate is very fresh and vibrant on the entry, perhaps a little more body and density than previous vintages that I have tasted, with immense purity and varietal expression on the finish. This is excellent and a very strong follow-up to the 2014.",2015 Sadie Family Old Vine Series Soldaat,RP 95
52,The Sadie Family,Old Vine Series Pofadder,"The 2015 Old Vine Series Pofadder, the 100% Cinsault from Eben Sadie, come from slate soils that are not decomposed. It has a pure and mineral-driven bouquet, beautifully defined with red cherries and crisp strawberry fruit, a stoniness tucked just underneath. The palate is medium-bodied with crisp acidity, tensile and linear, brimming with freshness and energy with raspberry and just a tinge of black cherry on the finish. Superb Cinsault, nuanced and detailed, an intellectual wine that will age with style.",2015 Sadie Family Old Vine Series Pofadder,RP 95
53,The Sadie Family,Old Vine Series Skerpioen,"The 2015 Old Vine Series Skerpioen is the Chenin/Palomino cuvée. It is reticent on the nose and demands encouragement, with slight resinous scents with a touch of Jasmine. The palate is where the character lies with walnut, orange rind, potent salinity and an effervescent, vivacious spiciness towards the finish that is driven along by the acidity (the highest among Eben's OVS series in this vintage). This is excellent.",2015 Sadie Family Old Vine Series Skerpioen,RP 95
54,The Sadie Family,Old Vine Series Mev Kirsten,"The 2015 Old Vine Series Mev Kirsten, which comes from the heaviest soils, has an attractive bouquet with yellow flower and hazelnut aromas, just a hint of gingerbread that emerges with time. Perhaps this is the most mercurial aromatics of Eben's 2015s. The palate beautifully balanced once again, a crisp line of acidity, just a slight viscosity here with hints of clear honey and quince jelly on the long and tender finish. Very fine, but I think it has more to give.",2015 Sadie Family Old Vine Series Mev Kirsten,RP 95
