,producer_name,product_name,description,full_name,critic_score
13,Domaine Leroy,Clos de la Roche Grand Cru,"Leroy's brilliant 2019 Clos de la Roche Grand Cru unwinds in the glass with aromas of cassis and blackberries mingled with loamy soil, black truffles and orange rind, framed by a deft application of creamy new oak. Full-bodied, layered and multidimensional, it's rich and muscular, with a concentrated core of fruit underpinned a generous endowment of ripe, powdery tannins and concluding with a long, mineral finish.",2019 Domaine Leroy Clos de la Roche Grand Cru,RP 88
14,Domaine Leroy,Nuits-Saint-Georges 1er Cru Les Boudots,"The 2019 Nuits-Saint-Georges 1er Cru Les Boudots is spectacular. Bursting from the glass with aromas of cassis, plums, orange rind and exotic spices, framed by a discreet application of creamy new oak, the wine is medium to full-bodied, broad and textural, with a velvety attack that segues into a deep, concentrated, layered mid-palate and a long, resonant finish.",2019 Domaine Leroy Nuits-Saint-Georges 1er Cru Les Boudots,RP 88
15,Domaine Leroy,Savigny-lès-Beaune 1er Cru Les Narbantons,"The 2019 Savigny-lès-Beaune 1er Cru Les Narbantons soars from the glass with aromas of raspberries, cherries, blood orange, black truffle, burning embers and forest floor. Full-bodied, layered and velvety, it's deep and concentrated, with a textural attack that segues into an ample core of vibrant fruit and a long, expansive finish. Sensual and charming, to the extent that there's an ""underrated"" wine chez Leroy, this cuvée is it.",2019 Domaine Leroy Savigny-lès-Beaune 1er Cru Les Narbantons,RP 88
16,Domaine Leroy,Corton-Charlemagne Grand Cru,"The 2019 Corton-Charlemagne Grand Cru is rich and unctuous, wafting from the glass with aromas of citrus oil, pear, waxy lemon rind, honeycomb and toasted sesame. Full-bodied, deep and textural, it's rich and enveloping, with a huge core of fleshy fruit underpinned by lively acids and chalky structuring extract.",2019 Domaine Leroy Corton-Charlemagne Grand Cru,RP 88
17,Domaine Leroy,Vosne-Romanée Aux Genaivrières,"The 2019 Vosne-Romanée Aux Genaivrières bursts with aromas of raspberries, orange rind, rose petals, forest floor, exotic spices and incense. Full-bodied, layered and sumptuous, with an enveloping core of fruit complemented by sapid, even carnal nuances and framed by melting tannins and lively acids, its depth and plenitude transcend any exceptions for a communal appellation. Indeed, if only more producers Richebourg tasted as good!",2019 Domaine Leroy Vosne-Romanée Aux Genaivrières,RP 88
18,Domaine Leroy,Vosne-Romanée 1er Cru Aux Brulées,"The 2019 Vosne-Romanée 1er Cru Aux Brulées wafts from the glass with a rich and carnal bouquet of dark berries, plums, exotic spices, smoked meats, rose petals and classy new oak. Full-bodied, ample and fleshy, it's sensual and gourmand, its structuring tannins entirely concealed in a layered, enveloping core of fruit.",2019 Domaine Leroy Vosne-Romanée 1er Cru Aux Brulées,RP 88
19,Domaine Leroy,Chambolle-Musigny Les Fremières,"The 2019 Chambolle-Musigny Les Fremières is less extroverted than the brilliant Vosne-Romanée Aux Genaivrières, but it's every bit as good. Unwinding in the glass with scents of raspberries, cherries, blood orange and rose petals, it's medium to full-bodied, deep and multidimensional, exhibiting almost crystalline purity of fruit and seamless integration. Concluding with a long, mineral finish, it's a legend in the making.",2019 Domaine Leroy Chambolle-Musigny Les Fremières,RP 88
20,Domaine Leroy,Volnay 1er Cru Les Santenots du Milieu,"Offering up aromas of plums, cassis, burning embers, warm spices, rose petals and discreet hints of toasty new oak, Leroy's 2019 Volnay 1er Cru Les Santenots du Milieu is medium to full-bodied, ample and enveloping, its powdery tannins and lively girdling acids entirely concealed in its layered, multidimensional core of fruit. This is a demonstrative, rather gourmand Santenots that will offer an unusually broad drinking window in this charming vintage.",2019 Domaine Leroy Volnay 1er Cru Les Santenots du Milieu,RP 88
21,Domaine Leroy,Gevrey-Chambertin 1er Cru Les Combottes,"The 2019 Gevrey-Chambertin 1er Cru Les Combottes is sumptuous and enveloping, soaring from the glass with aromas of raspberries, cherries and cassis mingled with hints of coniferous forest floor, sweet spices and black truffle. Medium to full-bodied, velvety and seamless, with melting tannins and a vibrant core of fruit, it concludes with a long, expansive finish.",2019 Domaine Leroy Gevrey-Chambertin 1er Cru Les Combottes,RP 88
22,Domaine Leroy,Nuits-Saint-Georges,"As readers will remember, when yields are small, Lalou Bize-Leroy opts to assemble the lieux-dits Aux Allots, Aux Bas de Combe and Lavières, and that's the case for her 2019 Nuits-Saint-Georges. Opening in the glass with aromas of sweet red berries, plums, warm spices, loamy soil, black truffle and orange oil, it's medium to full-bodied, ample and layered, with a rich core of fruit, supple tannins and a seamless, giving profile.",2019 Domaine Leroy Nuits-Saint-Georges,RP 88
23,Domaine Leroy,Nuits-Saint-Georges 1er Cru Les Vignerondes,"Revealing aromas of raspberries, cherries, rose petals, blood orange, exotic spices and sweet soil tones, Leroy's 2019 Nuits-Saint-Georges 1er Cru Les Vignerondes is medium to full-bodied, seamless and concentrated, its deep core of fruit framed by velvety tannins and lively acids, concluding with a long, saline finish.",2019 Domaine Leroy Nuits-Saint-Georges 1er Cru Les Vignerondes,RP 88
24,Domaine Leroy,Pommard Les Vignots,"The 2019 Pommard Les Vignots began my tasting with Lalou Bize-Leroy, and it certainly set a high standard for the wines that followed. Soaring from the glass with scents of raspberries, plums and blackberries mingled with loamy soil, exotic spices and hints of rose petal, it's medium to full-bodied, layered and concentrated, with powdery tannins, lively acids and a seamless, sensual profile.",2019 Domaine Leroy Pommard Les Vignots,RP 88
25,Domaine Leroy,Vosne-Romanée 1er Cru Les Beaux Monts,"The 2015 Vosne-Romanée 1er Cru Les Beaux Monts resents being awaken from its deep sleep, unwinding in the glass and shedding a touch of youthful reduction to reveal a deep bouquet of wild berries, smoked duck, exotic spices, orange rind, peonies and sweet soil tones. Deep, full-bodied and concentrated, it's serious and tightly wound, with striking intensity and length. As I predicted when I last reviewed it, it will require—and requite—patience.",2015 Domaine Leroy Vosne-Romanée 1er Cru Les Beaux Monts,RP 88
26,Domaine Leroy,Clos de Vougeot Grand Cru,"After a prolonged slumber, the 1996 Clos de Vougeot Grand Cru is at last beginning to drink beautifully, wafting from the glass with a captivating bouquet of peonies, exotic spices, plummy fruit tones and ineffable carnal nuances. Full-bodied, velvety and layered, it's deep and concentrated, with its racy, vintage-typical spine of acidity cloaked in fruit. Long, penetrating and sapid, it's a real success that's evolving very gracefully. In fact, I suspect that with further bottle age, the gap between the 1996 and the 1993 and 1999 will narrow.",1996 Domaine Leroy Clos de Vougeot Grand Cru,RP 88
27,Domaine Leroy,Chambertin Grand Cru,"Approaching maturity, Leroy's 1993 Chambertin Grand Cru is a magical wine, wafting from the glass with complex aromas of dark berry fruit, peonies and wilted rose petals, mingled with hints of musk, sweet soil tones and orange rind. Full-bodied, deep and layered, it's still tightly wound, with a racy spine of acidity and fine, powdery tannins framing its core of intensely concentrated fruit. Concluding with a long, perfumed finish, it comes across as a somewhat more brooding, austere stylistic cousin to the stunning 2001 Chambertin—another year when Leroy crafted some of the wines of the vintage.",1993 Domaine Leroy Chambertin Grand Cru,RP 88
28,Domaine Leroy,Richebourg Grand Cru,"Richer and rounder than the Romanée-Saint-Vivant, Leroy's 2018 Richebourg Grand Cru bursts with aromas of wild berries, exotic spices, hoisin sauce, orange rind and rose petals. Full-bodied, multidimensional and enveloping, it's deep and layered, with velvety tannins and a sumptuous core of fruit. Long and perfumed, it's a head-turningly exotic Richebourg that's built for the ages. It was cropped at a mere 14 hectoliters per hectare.",2018 Domaine Leroy Richebourg Grand Cru,RP 88
29,Domaine Leroy,Chambertin Grand Cru,"""Here's the 1955 at last,"" exclaimed Lalou Bize-Leroy—alluding to the legendary 1955 Maison Leroy Chambertin, the wine she cites as the model for what she aspires to achieve at Domaine Leroy—as we tasted the 2018 Chambertin Grand Cru, and it's hard not to share her enthusiasm. Mingling deep aromas of sweet berries and plums with hints of licorice, peonies, incense and spices, complemented by savory, carnal bass notes, this is a full-bodied, deep and multidimensional wine that's seamless and complete, with a layered core framed by powdery tannins and lively acids, concluding with a long, sapid finish. This elegantly muscular and impeccably balanced Chambertin is a wine built for eternity.",2018 Domaine Leroy Chambertin Grand Cru,RP 88
30,Domaine Leroy,Musigny Grand Cru,"The 2018 Musigny Grand Cru is another monument in the making from Domaine Leroy. Unfurling in the glass a deep bouquet of wild berries, rose petals, spices, blood orange and musk, it's full-bodied, layered and multidimensional, with huge reserves of concentration—""il y a du vin,"" observes Bize-Leroy—and ripe, powdery tannins. Deep and complete, it's unerringly balanced, concluding with a penetrating, perfumed finish. This is not simply built to age, but rather built for eternity; and yet there's nothing austere about this magical Musigny.",2018 Domaine Leroy Musigny Grand Cru,RP 88
31,Domaine Leroy,Romanée-Saint-Vivant Grand Cru,"The 2018 Romanée-Saint-Vivant Grand Cru is a profound young wine, unwinding in the glass with a captivating bouquet of red berries, plums and orange rind mingled with exotic spices, rose hips, peonies and smoke. Full-bodied and deep, it's layered and concentrated, with a seamless, multidimensional profile, bright animating acids and ripe, powdery tannins. Long and resonant, this is an incipiently dramatic but youthfully tightly wound Romanée-Saint-Vivant that will reward extended bottle age with remarkable aromatic range and textural sumptuousness. Cropped at 11.5 hectoliters per hectare, only 1,160 bottles were produced.",2018 Domaine Leroy Romanée-Saint-Vivant Grand Cru,RP 88
32,Domaine Leroy,Vosne-Romanée 1er Cru Les Beaux Monts,"The 2018 Vosne-Romanée 1er Cru Les Beaux Monts is spectacular, offering up a deep and carnal bouquet of wild berries, smoked duck and plums mingled with hints of rose hip, warm spices and rich soil tones. Full-bodied, layered and muscular, it's seamless and multidimensional, its structural chassis of powdery tannins entirely cloaked in bright fruit. Concluding with a long, penetrating finish, this magical wine was harvested on September 8, 2018, and bottled in November 2019.",2018 Domaine Leroy Vosne-Romanée 1er Cru Les Beaux Monts,RP 88
33,Domaine Leroy,Latricières-Chambertin Grand Cru,"The 2018 Latricières-Chambertin Grand Cru unwinds in the glass with notes of sweet berries, exotic spices, peonies, rose petals and bergamot. Full-bodied, seamless and complete, it's deep and concentrated, with a cool core of fruit; rich, powdery tannins; lively acids; and a long, penetrating finish. As ever, its finesse and tension distinguish it from the broader-shouldered, more muscular Clos de la Roche.",2018 Domaine Leroy Latricières-Chambertin Grand Cru,RP 88
34,Domaine Leroy,Chambolle-Musigny 1er Cru Les Charmes,"Cropped at a paltry 15 hectoliters per hectare, the 2018 Chambolle-Musigny 1er Cru Les Charmes is a worthy rival to the Vosne-Romanée 1er Cru Les Beaumonts this year. Unwinding in the glass with scents of raspberries, wild berries, rose petals, exotic spices, orange rind, violets and sweet soil tones, it's medium to full-bodied, deep and intense, with lively acids, velvety structuring tannins and a long, perfumed finish.",2018 Domaine Leroy Chambolle-Musigny 1er Cru Les Charmes,RP 88
35,Domaine Leroy,Clos de Vougeot Grand Cru,"The 2018 Clos de Vougeot Grand Cru is a particular success, offering up aromas of plums, dark berries, smoked meats, hoisin and spices, followed by a full-bodied, fleshy and enveloping palate that's deep and textural, its huge reserves of tannin largely concealed by its generous core of fruit. While that structure imposes itself on the finish, the maturity of the vintage has tempered some of this site's proclivity to youthful reserve—at least for now.",2018 Domaine Leroy Clos de Vougeot Grand Cru,RP 88
36,Domaine Leroy,Corton-Renardes Grand Cru,"Notes of red berries, wild plums, woodsmoke, sweet soil tones and rose hip introduce Leroy's 2018 Corton-Renardes Grand Cru, a full-bodied, layered and concentrated wine that's velvety and vibrant, with a bright spine of acidity and ripe, powdery tannins. Deep and complete, it's beautifully balanced and ranks among the finest renditions of this site that I've ever tasted from the domaine.",2018 Domaine Leroy Corton-Renardes Grand Cru,RP 88
37,Domaine Leroy,Vosne-Romanée 1er Cru Aux Brulées,"The 2018 Vosne-Romanée 1er Cru Aux Brulées is another of the more expressive wines in the range, bursting with aromas of black raspberries, cassis, exotic spices, smoke and sweet soil tones. Full-bodied, concentrated and enveloping, with supple tannins and a broad, sumptuous core of perfumed fruit, it's demonstrative and dramatic, concluding with a long, resonant finish.",2018 Domaine Leroy Vosne-Romanée 1er Cru Aux Brulées,RP 88
38,Domaine Leroy,Clos de la Roche Grand Cru,"Notes of sweet berries, spices, orange rind, rose petals and loamy soil, framed by a deft patina of new oak, introduce Leroy's 2018 Clos de la Roche Grand Cru, a full-bodied, rich and concentrated wine that's muscular and fleshy, with a tightly wound core, powdery tannins and a long, penetrating finish. Like the Clos de Vougeot, this is another of the portfolio's habitually more reserved wines that is—comparatively speaking—unusually demonstrative this year.",2018 Domaine Leroy Clos de la Roche Grand Cru,RP 88
39,Domaine Leroy,Corton-Charlemagne Grand Cru,"Aromas of honeyed pears, white flowers, hazelnuts, wet stones, mandarin oil and apricot introduce Leroy's 2018 Corton-Charlemagne Grand Cru, a full-bodied, layered and concentrated wine built around lively acids and chalky structuring dry extract. Long and penetrating, it's a comparatively giving, sun-kissed rendition of this sometimes austerely mineral cuvée.",2018 Domaine Leroy Corton-Charlemagne Grand Cru,RP 88
40,Domaine Leroy,Nuits-Saint-Georges 1er Cru Les Boudots,"The 2018 Nuits-Saint-Georges 1er Cru Les Boudots is superb, unwinding in the glass with youthfully reserved suggestions of blackberries, smoke, rose petals, spices and grilled squab. Medium to full-bodied, deep and layered, it's taut and coiled, with huge reserves of concentration and beautifully powdery tannins. This will be notably long lived.",2018 Domaine Leroy Nuits-Saint-Georges 1er Cru Les Boudots,RP 88
41,Domaine Leroy,Savigny-lès-Beaune 1er Cru Les Narbantons,"Head-turning aromas of black raspberries, sweet spices, orange rind, peonies and grilled squab introduce Domaine Leroy's 2018 Savigny-lès-Beaune 1er Cru Les Narbantons, a medium to full-bodied, deep and perfumed wine that's sumptuous and enveloping, with velvety tannins, lively acids and a long, sapid finish. One of the more demonstrative wines in the range, this will offer a broad drinking window.",2018 Domaine Leroy Savigny-lès-Beaune 1er Cru Les Narbantons,RP 88
42,Domaine Leroy,Volnay 1er Cru Les Santenots du Milieu,"The 2018 Volnay 1er Cru Les Santenots du Milieu is especially successful this year, offering up notes of cassis, wild plums, rose petals and exotic spices. Full-bodied and muscular but also unusually elegant, with exquisitely refined but abundant tannins and a seamless, harmonious profile, it has the structure to reward extended bottle age.",2018 Domaine Leroy Volnay 1er Cru Les Santenots du Milieu,RP 88
43,Domaine Leroy,Gevrey-Chambertin 1er Cru Les Combottes,"The 2018 Gevrey-Chambertin 1er Cru Les Combottes offers up aromas of sweet spices, blackberries and loamy soil, followed by a medium to full-bodied, velvety and enveloping palate that's deep and sapid, framed by supple tannins and lively balancing acids. It's one of the more immediate, charming wines in the portfolio, as is often the case.",2018 Domaine Leroy Gevrey-Chambertin 1er Cru Les Combottes,RP 88
44,Domaine Leroy,Chambolle-Musigny Les Fremières,"The 2018 Chambolle-Musigny Les Fremières is striking, unwinding in the glass with notes of sweet spices, raspberries, peonies and grilled squab that's deeper but also more reserved than the Vosne-Romanée Les Genaivrières that preceded it. Medium to full-bodied, deep and multidimensional, it's layered and concentrated, with a tightly wound core that's framed by powdery tannins and girdled by bright acids. Long and penetrating, it's my favorite of the communal bottlings this year.",2018 Domaine Leroy Chambolle-Musigny Les Fremières,RP 88
45,Domaine Leroy,Vosne-Romanée Aux Genaivrières,"An extraordinary young wine, the 2018 Vosne-Romanée Aux Genaivrières bursts from the glass with notions of dark berries, plums, peonies, orange rind and rose hips. Medium to full-bodied, deep and concentrated, it's lively and layered, with powdery tannins and a long, perfumed finish. Seamless and multidimensional, it's exquisitely refined.",2018 Domaine Leroy Vosne-Romanée Aux Genaivrières,RP 88
46,Domaine Leroy,Pommard Les Vignots,"The 2018 Pommard Les Vignots wafts from the glass with deep aromas of cassis and plums complemented by hints of warm spices and loamy soil. Medium to full-bodied, rich and layered, it's concentrated and multidimensional, its imposing chassis of ripe, powdery tannins cloaked in an enveloping core of fruit. This is a brilliant young wine with a long future ahead of it.",2018 Domaine Leroy Pommard Les Vignots,RP 88
47,Domaine Leroy,Nuits-Saint-Georges 1er Cru Les Vignerondes,"Notions of sweet berries, summer fruit compote, warm spices, cassis and loamy soil introduce the 2018 Nuits-Saint-Georges 1er Cru Les Vignerondes, a medium to full-bodied, muscular and concentrated wine that's deep and youthfully structured. While the site-typical generosity of fruit is on full display, this is one 2018 in the range that's unusually structured, and it will require a bit of patience.",2018 Domaine Leroy Nuits-Saint-Georges 1er Cru Les Vignerondes,RP 88
48,Domaine Leroy,Nuits-Saint-Georges,"As is often the case when yields are small, Lalou Bize-Leroy opted to assemble the lieux-dits Aux Allots, Aux Bas de Combe and Lavières into a single cuvée of 2018 Nuits-Saint-Georges. Mingling dark, plummy fruit tones with hints of spices, grilled squab and raw cocoa, it's medium to full-bodied, broad and enveloping, with a lively core of fruit framed by rich, powdery tannins, concluding with a long, sapid finish.",2018 Domaine Leroy Nuits-Saint-Georges,RP 88
49,Domaine Leroy,Clos de Vougeot Grand Cru,"The 2001 Clos de Vougeot Grand Cru is a magical wine, soaring from the glass with scents of peonies, wild berries, orange rind, wilted rose petals and warm spices. Full-bodied, satiny and enveloping, this has an ample core of fruit, melting tannins and a bright spine of acidity; and it's that spine that distinguishes it from the similarly charming, perfumed but also softer, suppler 2000 vintage. Long and penetrating, this Clos de Vougeot is just entering early maturity.",2001 Domaine Leroy Clos de Vougeot Grand Cru,RP 88
50,Domaine Leroy,Richebourg Grand Cru,"A rare disappointment from an estate that, at its best, produces what I consider to be the world's greatest wines, the 2009 Richebourg Grand Cru is rich and exotic but dominated by rather planky new oak. What went wrong?",2009 Domaine Leroy Richebourg Grand Cru,RP 88
51,Domaine Leroy,Richebourg Grand Cru,"Lalou Bize-Leroy's 2001 Richebourg Grand Cru is drinking brilliantly, entirely transcending early estimates of the vintage's quality. Soaring from the glass with a captivating bouquet of wilted rose petals, peonies, exotic spices, sweet red berries, plums and vine smoke, it's full-bodied, satiny and sensual, with an enveloping core of vibrant fruit, melting tannins and a long, pungently perfumed finish. It's at the beginning of a glorious plateau of maturity.",2001 Domaine Leroy Richebourg Grand Cru,RP 88
52,Domaine Leroy,Corton-Charlemagne Grand Cru,"The 1997 Corton-Charlemagne Grand Cru is a brilliant effort in this ultimately somewhat underrated white Burgundy vintage. Offering up a complex bouquet of crisp orchard fruit, mandarin, confit lemon, wheat toast, iodine and nicely integrated reduction, it's medium to full-bodied, deep and chiseled, with good concentration and chalky structuring extract. While it isn't as overtly muscular as some vintages of this bottling, it's pure, vibrant and drinking beautifully today.",1997 Domaine Leroy Corton-Charlemagne Grand Cru,RP 88
53,Domaine Leroy,Chambolle-Musigny 1er Cru Les Charmes,"Leroy's 2011 Chambolle-Musigny 1er Cru Les Charmes is exquisitely elegant and refined in this vintage, unfurling in the glass with notions of raspberries and plums mingled with hints of exotic spices, potpourri, loamy soil and musk. Medium to full-bodied, seamless and sensual, with melting tannins and an ample core of concentrated fruit, it's only just entering its drinking window.",2011 Domaine Leroy Chambolle-Musigny 1er Cru Les Charmes,RP 94
54,Domaine Leroy,Vosne-Romanée Aux Genaivrières,"Aromas of rich berry fruit, grilled game bird, spices and rose petals introduce Leroy's 2015 Vosne-Romanée Aux Genaivrières, a full-bodied, broad and enveloping wine with a rich core of fruit, ripe acids and powdery tannins.  Deep and concentrated, this Vosne-Romanée is more overtly sun-kissed than the Chambolle-Musigny Les Fremières drunk several weeks later, yet the balance is impeccable for the long haul.",2015 Domaine Leroy Vosne-Romanée Aux Genaivrières,RP 94
55,Domaine Leroy,Nuits-Saint-Georges,"Aromas of dark berries, cassis, rich soil tones and grilled meats introduce the 2015 Nuits-Saint-Georges, a deep and full-bodied wine that's envelopingly textural, its generous core of ripe, expressive fruit largely concealing the wine's powdery structuring tannins. Sapid and earthy, this is classic Nuits that is still not really ready for prime-time drinking.",2015 Domaine Leroy Nuits-Saint-Georges,RP 94
56,Domaine Leroy,Clos de Vougeot Grand Cru,"The 2013 Clos de Vougeot Grand Cru is still quite tight-knit and reserved, opening in the glass with aromas of cassis and wild plums, mingled with notions of smoked meats, incense, rich soil tones and peonies. On the palate, the wine is full-bodied, deep and textural, built around an ample chassis of rich and powdery tannins and underpinned by lively acids. This is a muscular young Clos Vougeot that's long and resonant, but which is at least a decade away from its peak, even if it's sufficiently refined to be approached earlier.",2013 Domaine Leroy Clos de Vougeot Grand Cru,RP 94
57,Domaine Leroy,Nuits-Saint-Georges 1er Cru Les Boudots,"The 2013 Nuits-Saint-Georges 1er Cru Les Boudots is a beautiful young wine, offering up aromas of red plums, cassis, smoked duck, exotic spices and dried rose petals. On the palate, it's medium to full-bodied, fleshy but youthfully reserved, with fine-grained tannins, racy acids and a deep, tightly coiled core. While this is sufficiently structurally refined to be approachable now, the real fireworks will come with another decade of bottle age.",2013 Domaine Leroy Nuits-Saint-Georges 1er Cru Les Boudots,RP 94
58,Domaine Leroy,Corton-Charlemagne Grand Cru,"The 2011 Corton-Charlemagne Grand Cru is a stunning young wine, unfurling in the decanter and glass to reveal aromas of lemon oil, candle wax, dried white flowers, woodsmoke and a classy framing of noble reduction. On the palate, the wine is immensely concentrated, with the chewy, chalky phenolic structure of a red wine, racy acids and a long, searingly mineral finish. This superb Corton-Charlemagne has not merely years  but decades ahead of it.",2011 Domaine Leroy Corton-Charlemagne Grand Cru,RP 94
59,Domaine Leroy,Vosne-Romanée 1er Cru Les Beaux Monts,"The 2011 Vosne-Romanée 1er Cru Les Beaux Monts is a tightly wound young wine, unfurling in the glass with scents of wild berries, smoked meats, exotic spices, orange rind and plums. Medium to full-bodied, deep and coiled, it's elegantly muscular, with huge reserves of concentration, lively acids and powdery tannins. Even if it's already very impressive today, this really needs a decade's patience.",2011 Domaine Leroy Vosne-Romanée 1er Cru Les Beaux Monts,RP 94
60,Domaine Leroy,Vosne-Romanée Aux Genaivrières,"The 2009 Vosne-Romanée Aux Genaivrières is beginning to drink beautifully, soaring from the glass with an inviting bouquet of rose petals, blackberries, smoked duck, incense and exotic spices. Full-bodied, velvety and spumous, it's layered and textural, underpinned by ripe, powdery tannins and succulent acids.",2009 Domaine Leroy Vosne-Romanée Aux Genaivrières,RP 94
