,producer_name,product_name,description,vintage_full_name,critic_score
15,Domaine Anne-Francoise Gros,Vosne-Romanée 1er Cru Les Suchots,"The 2005 Vosne-Romanée 1er Cru Les Suchots is showing very well, wafting from the glass with a complex aromatic mélange of dark berry fruit, orange rind, peonies, cinnamon, smoked meats and rich spices that are framed by a nicely integrated application of new oak and strongly recall the wines of the Domaine de la Romanée-Conti. On the palate, it's medium to full-bodied, fleshy and muscular, with powdery tannins that assert themselves more and more prominently the longer the wine sits in the glass, good concentration at the core and ripe but lively acids. This Suchots is still a few years away from attaining its plenitude, but its quality is already apparent.",,RP 93
16,Domaine Anne-Francoise Gros,Vosne-Romanée Hautes-Maizières,"The 2011 Vosne-Romanée Hautes-Maizières offers lovely rustic red cherry and black plum scents on the nose, a touch of Earl Grey tea developing in the glass, all with impressive delineation. The palate is lifted on the entry with a slight biscuit-like note infusing the red fruit. Tart red cherries, brown spices, a touch of cooked meat towards the finish complete this well-crafted Vosne-Romanée that should give several years drinking pleasure. Tasted September 2016.",,RP 93
17,Domaine Anne-Francoise Gros,"Bourgogne ""Pinoterie""","The 2011 Bourgogne ""Pinoterie"" comes from naughty berries that detached themselves from the stems on the sorting table, Prieuré-Roch being militant about their whole bunch vinification. These are collected together from the domaine's holdings and blended to form this cuvée. It has a brisk, slightly leafy bouquet (in fact, you might think a few stems found their way into the vat!). The palate is well balanced with light tannin, an easy-drinking Pinot Noir with tart red cherries, tapering towards a light finish. Tasted September 2016.",,RP 93
18,Domaine Anne-Francoise Gros,Vosne-Romanée Hautes-Maizières,"Tasted blind in Hong Kong, the Vosne-Romanée Haut Maizières 1999 is a deeply impressive wine from Domaine Prieure-Roch, especially considering this is not a premier cru vineyard. It has a dense redcurrant, raspberry and crushed rose-petal bouquet that is quite backward considering that it already has 15 years or so in bottle. The palate is powerful, quite muscular at first with a fine line of acidity and then with aeration it achieves more and more finesse, especially on the multilayered and pure finish. It actually deserves another three or four years in bottle. Wow.",,RP 93
19,Domaine Anne-Francoise Gros,Vosne-Romanée Le Clos Goillotte,"The 2009 Vosne-Romanee Le Clos Goillotte is a ridiculously fine village cru for the vintage. It has a cohesive and focused bouquet with smoke, sea salt and a scent of bracken that lends real personality. After 10-15 minutes, it develops a slight graphite note that lends it masculinity. The palate is medium-bodied with a sensual opening that belies what are very fine tannins. The acidity here is extremely well-judged with a lovely dash of spice toward the peacock tail finish. After one hour, this wine is really opening with panache and style, so I recommend a couple of hours decanting or further bottle age. Wonderful. Drink 2016-2026.  Tasted May 2014.",,RP 93
20,Domaine Anne-Francoise Gros,Vosne-Romanée Le Clos Goillotte,"The 2008 Vosne-Romanee Le Clos Goillotte is a little lean and herbaceous on the nose and already shows some age on the rim. There is a slight vegetal tincture that becomes less prominent with aeration. The palate is medium-bodied with soft, fleshy fruit, but it is missing some depth and structure toward the seaweed-tinged finish. This was a curious showing. Drink now-2017.  Tasted May 2014.",,RP 93
21,Domaine Anne-Francoise Gros,Vosne-Romanée Le Clos Goillotte,"The 2007 Vosne-Romanee Le Clos Goillotte initially has what you might describe as a funky nose, slightly bretty at first, although that seems to clear with an hour in the glass to reveal some ripe Morello cherry and wild strawberry scents. There is also a stemminess in situ, although that ebbs away with aeration. The palate is medium-bodied with fine crisp tannins – a structured Le Clos Goillotte with more matiere than the previous vintage. This improves in the glass and evolves a lovely cohesive ferrous finish. This is very fine, but I would give it another two years in bottle. Drink 2016-2026+.  Tasted May 2014.",,RP 93
22,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2005 Richebourg Grand Cru marks the transition to the domaine's contemporary style, wafting from the glass with a rich and fruit-driven bouquet of cassis, plums and black raspberries that's framed by a lavish application of creamy new oak. On the palate, the wine is full-bodied, dense and concentrated, with a deep and fleshy profile that's still quite wrapped up in its fine-grained tannic chassis, buttressed by tangy acids. In its impactful, modernist style it's quite a success, though it's still several years away from prime-time drinking.",,RP 93
23,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2004 Richebourg Grand Cru is dominated by the green, herbal aromas that characterize this vintage at its worst. While I know plenty of tasters who are even more intolerant of such qualities than I, the wine was nevertheless hard to love.",,RP 93
24,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2003 Richebourg Grand Cru is in fact showing better than the 2002 in its rich, ripe, oaky style, bursting from the glass with a lavish bouquet of dark chocolate, plums and cola, framed by creamy new wood. On the palate, it's full-bodied, ample and fleshy, with low acids and a long, oak-inflected finish. It could pass for a wine from the Russian River Valley, but it is holding up well.",,RP 93
25,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2002 Richebourg Grand Cru was disappointing, offering up a bouquet that mingles Asian spices and dark chocolate with notions of smoked meats and figgy fruit tones. On the palate, the wine is medium to full-bodied and surprisingly drying and firm in a vintage that's so often characterized by a pure, succulent and indeed almost crystalline expression of fruit. Dare I suggest that its best days are already in the rearview mirror?",,RP 93
26,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"Anne Gros's 1999 Richebourg Grand Cru is showing well, unfurling in the glass with a still-youthful bouquet of creamy dark berry fruit, spices, plums and toasty new oak. On the palate, it's full-bodied, ample and layered, with a remarkably primary core of fruit, fine but gently chewy structuring tannins and ripe but lively acids. This is a strong effort in quite the comparatively oaky, extracted style that's so typical of this decade in the Côte de Nuits, my sole reservation being that it's a little short on complexity for a 20-year-old Richebourg.",,RP 93
27,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 1998 Richebourg Grand Cru likely made for quite dramatic drinking in its youth, but today, it comes across as rather stylized, its aromas of dark cassis fruit competing with lavish applications of toasty new oak that contribute prominent aromas of caramel, vanilla and spice. On the palate, the wine is full-bodied and ample but not terribly harmonious, with unresolved oak tannins poking out on the back end. This was a challenging vintage, of course, but the 1996 Richebourg has not aged especially gracefully.",,RP 93
28,Domaine Anne-Francoise Gros,Minervois les Fontanilles,"A blend of Syrah, Grenache, Cinsault and Carignan, the 2014 Minervois Les Fontanilles is a gorgeous, youthful, medium-bodied effort that has terrific freshness in its raspberry, crushed flower and mineral-laced bouquet. Coming from the grey clay and limestone soils beside the estate, it has solid mid-palate depth, ripe tannin and a lively, balanced style that will evolve nicely over the coming decade.",,RP 91
29,Domaine Anne-Francoise Gros,IGP Pays d’Herault La Grenache 8,"Readers looking for a Burgundian expression of Grenache need look no further than the 2014 IGP Pays d’Herault La Grenache 8. Completely destemmed and aged in tank, it’s purple/blue color is followed by searing minerality, licorice, crushed flowers and lavender, and this beauty continues to open up nicely with time in the glass. Mouth-filling, very young and almost tasting like a barrel sample, it has savory tannin and a clean, focused finish. It should be better in a year and drink well through 2024.",,RP 91
30,Domaine Anne-Francoise Gros,IGP Pays d’Herault Les Combettes,"Possessing a terrific bouquet of licorice, black and blue fruits and violets, the 2014 IGP Pays d’Hérault Les Combettes is 100% Marselan (this variety is a mix of Grenache and Cabernet Sauvignon) that was completely destemmed and aged 12 months in barrels.  About as elegant and seamless as this variety gets, this medium-bodied effort has a seamless texture, no hard edges and smokin’ purity of fruit, all of which allow it to drink nicely today, yet should also allow it to evolve gracefully. I don’t see any need to delay gratification, but I’m sure this will keep for 5-6 years, if not longer.",,RP 91
31,Domaine Anne-Francoise Gros,IGP Pays d’Herault La Cinso,"The 2014 IGP Pays d’Herault La Cinso is 100% Cinsault was raised all in tank. Its vibrant ruby/purple color is followed by attractive notes of raspberries, crushed flowers, violets and hints of dusty earthy. These give way to a medium-bodied, elegant and seamless wine that shows the hallmark purity and elegance of the estate. It should drink nicely for 4-5 years.",,RP 91
32,Domaine Anne-Francoise Gros,Minervois 50 / 50,"A crunchy, vibrant and fresh style, the 2014 Minervois 50 / 50 has morphed from an even split of Syrah and Grenache to include a splash of Carignan. It reveals a vibrant purple color as well as fresh notes of spring flowers, plums, violets and black cherries. Medium-bodied, elegant and with light tannin, it shines for its terrific purity of fruit and clean finish. Drink it anytime over the coming 5-6 years.",,RP 91
33,Domaine Anne-Francoise Gros,Minervois l’O de Vie,"Sporting a vibrant purple color as well as notes of violets, black and blue fruits, licorice and peppery herbs, the 2014 Minervois l’O de Vie is medium-bodied, very fresh, lively and balanced. Like all of the 2014s here, it shines more for its purity and elegance, more so than its richness and power. Enjoy this solid red over the coming 5-6 years.",,RP 91
34,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2014 Richebourg Grand Cru, from 75- and 50-year-old vines, has a crisp and poised bouquet with blackberry and blueberry, wonderful mineralité here and great precision, with the oak neatly dovetailed into the fruit. The palate is precise and structured. There is a superb backbone here; this is very focused and a more masculine, linear Richebourg. There is a sense aristocracy here with great sustain on the finish. Give it a decade before broaching, as I suspect it will end up in the top of my banded score. ",,RP 91
35,Domaine Anne-Francoise Gros,Clos Vougeot Grand Cru,"The 2014 Clos de Vougeot Grand Cru is more expressive and open on the nose compared to the Echézeaux with dark cherries, blueberry and blackcurrant scents that are succinct and detailed. There is more fruité here at the moment and well defined. The palate is knitted together nicely by the veneer of new oak, but underneath is plenty of mineral-rich, black fruit. This is a structured Clos Vougeot, just a tad introspective but very nicely focused with an elegant, quite sustained finish. This is one of the best Clos de Vougeot that I came across during my tastings.",,RP 91
36,Domaine Anne-Francoise Gros,Nuits Saint Georges 1er Cru Vignerondes,"Anne Gros is the present guardian of six barrels of a 2014 Nuits Saint Georges 1er Cru Vignerondes that were auctioned by the Hospices de Nuits. It has a ripe, raspberry coulis and wild strawberry-scented bouquet with a light marine influence. The palate is rounded and generous on the entry, Anne's racking in used barrel tempering the oak influence, revealing lovely mineral tones towards the finish. This is a really quite adorable Nuits-Saint-Georges. ",,RP 91
37,Domaine Anne-Francoise Gros,Echezeaux Grand Cru,"The 2014 Echézeaux Grand Cru has a clean and very precise bouquet: nicely focused with palpable mineralité even at this early juncture, hints of briary and griottes emerging with time. It is a succinct nose, detailed and not showy at all. The palate has a detailed entry with fine, quite firm tannins. This is linear and precise, a little grainy in texture with a healthy dose of white pepper furnishing the finish. It will need 5-7 years in bottle before it is ready to go. It just does not quite have the depth and body that others have shown.",,RP 91
38,Domaine Anne-Francoise Gros,Nuits St Georges les Damodes,"The rarely seen 2014 Nuits St Georges les Damodes has an elegant raspberry and violet-scented bouquet, quite Vosne-Romanée in style. The palate is fleshy on the entry with fine tannin, impressive mineralité and a poised, very elegant finish. Is this really just a village cru!? Worth seeking out (although readers should note that this cuvée is not exported to the United States). ",,RP 91
39,Domaine Anne-Francoise Gros,Vosne Romanee les Barreaux,"The 2014 Vosne-Romanée les Barreaux comes from vines that actually neighbor those of Les Varoilles lieu-dit in Richebourg. It has a stoic, slightly earthy nose at first, nicely defined, with a faint marine influence coming through. The palate is well balanced with juicy red and black fruit, not overly complex but with appreciable succulence on the easy going finish.",,RP 91
40,Domaine Anne-Francoise Gros,Chambolle Musigny la Combe d'Orveaux,"The 2014 Chambolle Musigny la Combe d'Orveau is back, back, back after being hailed off last year. It has a tightly wound bouquet with blackberry, wet limestone and briary scents, more Morey in style than Chambolle perhaps. The palate is crisp and taut on the entry, quite terse and backward; this is a broody Chambolle with a brisk, very linear finish. It should gain more flesh by the time of bottling, but it might still be convalescing from the trauma of 2013.",,RP 91
41,Domaine Anne-Francoise Gros,Bourgogne,"From 50-year-old vines in three different vineyards towards the Vosne-Romanée appellation, the 2014 Bourgogne Rouge has a lovely floral bouquet in the making, one that is already charming. The palate is showing just a touch of rigidity on the entry. However, there is a keen line of acidity with commendable structure on the chalky finish. This is worth checking out. ",,RP 91
42,Domaine Anne-Francoise Gros,Hautes Cotes de Nuits Cuvee Marine Blanc,"The 2014 Hautes Cote de Nuits Blanc Cuvée Marine Blanc has a light peach skin bouquet that is nicely defined, a touch of pear developing with aeration. The palate has a twist of sour lemon on the entry, that peachiness coming through towards the poised, tensile finish. This is a perfectly respectable Hautes Côte de Nuits Blanc. ",,RP 91
43,Domaine Anne-Francoise Gros,Hautes Cotes de Nuits,"The 2014 Hautes Cote de Nuits Rouge has a crisp, high-toned bouquet with blueberry and blackcurrant notes that are detailed and open nicely in the glass. The palate is well balanced, a little hardness on the entry, the acidity crisp with a slightly austere finish that will hopefully flesh out by the time of bottling. ",,RP 91
44,Domaine Anne-Francoise Gros,Clos Vougeot Grand Cru,"Tasted blind at Fine & Rare Wines' Clos Vougeot tasting, the 2013 Clos Vougeot Grand Cru from Anne Gros has a comparatively intense bouquet compared to its peers, with black cherries and red plum, rose petals and orange blossom. The palate is medium-bodied with good fruit intensity, but the oak feels a little strong and there is a dustiness on the finish that deprives it of the precision it might have had. This feels like a good Clos Vougeot that has been a little compromised in the winery, though perhaps it will settle down with continued bottle age, as Anne's wines are prone to do. ",,RP 91
45,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2001 Richebourg Grand Cru from Anne Gros has a well defined, comparatively voluptuous nose thanks to the layering of new oak, but the wood is enmeshed within the fruit and maintains a very sensual purity, not masking the pinoté as I suspect it did in its formative years. The aromatics need time to open, but it is worth the wait. The palate is medium-bodied, very well balanced, supple and rounded - a texture that belies the backbone and structure within. It is a plush take on Richebourg, a style synonymous with Anne Gros, and here it works extremely well, especially considering that 2001 was not a top-grade Burgundy vintage. Chapeau Anne!",,RP 91
46,Domaine Anne-Francoise Gros,Minervois les Carretals,"One of the greatest wine yet from Anne, the incredible 2013 Minervois les Carretals is a blend of Carignan (from vines planted in 1909) and Grenache that's brought up all in French oak. It exhibits thrilling notes of black raspberry, liquid violets, salty minerality and hints of licorice to go with an ultra-pure, elegant, medium to full-bodied feel on the palate. Given the overall purity and quality of the texture, it's hard to resist now, yet I think it will be even better in another year or two, and evolve easily through 2025.",,RP 91
47,Domaine Anne-Francoise Gros,Minervois les Fontanilles,"Another wine that I think is the best to date, the single vineyard 2013 Minervois les Fontanilles comes from sandstone and limestone soils and 25-year-old vines of Syrah and Grenache, and 50-year-old vines of Cinsault and Carignan. The Cinsault and Grenache are brought up in tank, and the Syrah and Carignan in demi-muid. This classic beauty has drop dead gorgeous notes of creme de cassis, black raspberry, caramelized cherries, vanilla bean and a saline-like minerality. Medium to full-bodied, fine, elegant and seamless, with incredible purity, this classy Minervois can be consumed now, or cellared for 5-7 years.",,RP 91
48,Domaine Anne-Francoise Gros,Minervois la Ciaude,"Another single parcel release, the 2013 Minervois la Ciaude comes from the clay and rocky soils around the town of Cazelles and is mostly Carignan (100+-year-old vines) and Syrah, yet incorporates a splash of Grenache. Aged mostly in demi-muids, it has lots of liquid minerality to go with classic notes of black raspberry, violets, spice and hints of toasted bread. Balanced, elegant and medium-bodied, with perfectly integrated acidity and ample balancing fruit, it too can be consumed anytime over the coming decade.",,RP 91
49,Domaine Anne-Francoise Gros,Vin de France La 8 Grenache,"A new cuvee, the 2013 Vin de France La 8 Grenache is a stunner that was aged in 1-3-year-old barrels before being bottled in November of 2014. It delivers terrific notes of ripe black and red raspberry, licorice and crushed flowers to go with building richness, medium-bodied depth and a seamless, pure style on the palate. This is Grenache at its most elegant and finesse driven, yet it still offers beautiful texture and richness. Drink it anytime over the coming decade.",,RP 91
50,Domaine Anne-Francoise Gros,Vin de France l'O de la Vie,"Meaning ""The Water of Life"", the 2013 Vin de France l'O de la Vie comes from 6-year-old vines and offers a forward, soft, supple and beautifully fruited profile to go with lots of salty minerality, violets, pepper and juicy, berry-like fruit. It's the finest vintage of this cuvee to date and is ideal for drinking over the coming 4-5 years.",,RP 91
51,Domaine Anne-Francoise Gros,Vin de France Cinso,"There's roughly 8,000 bottles of the 2013 Vin de France Cinso, and it's an elegant, medium-bodied effort that has an almost Pinot Noir like sensibility to it delicate raspberry, strawberry and floral scented bouquet. Medium-bodied, seamless and forward, it's a beautiful wine that's ideal for drinking over the coming 3-4 years. This gains depth and length with time in the glass, and is downright pretty.",,RP 91
52,Domaine Anne-Francoise Gros,Minervois 50 / 50,"I think the most straightforward of the new releases, the inky colored 2013 Minervois 50 / 50 is a blend of 40-45% Grenache and the balance an even split of Syrah and Carignan. It's a medium-bodied, elegant and forward effort that has pretty purple fruits, crushed violets, pepper and hints of leather. Drink it over the coming 3-4 years.",,RP 91
53,Domaine Anne-Francoise Gros,Minervois la Ciaude,"We finished the tasting with an older vintage of the la Ciaude. Like the 2013, the 2010 Minervois la Ciaude comes from a single parcel of rocky, clay soils and old vines of Carignan, Syrah and Grenache. Deep, rich and textured, with superb concentration in its raspberry, violets and mineral-laced style, it opens up beautifully in the glass, has excellent mid-palate depth, medium to full-bodied richness and a seamless texture. Slightly deeper and richer than the 2013, yet not quite as polished or pure, this beauty is still youthful, and will continue to drink nicely through 2022.",,RP 91
54,Domaine Anne-Francoise Gros,Richebourg Grand Cru,"The 2013 Richebourg Grand Cru has a broody, almost curmudgeonly bouquet at first: blackberry, undergrowth, black plum and just a suggestion of hoisin all very well defined. The palate is medium-bodied with firm tannin, black truffle and a touch of dried lemon peel; quite austere and distant toward the finish at the moment. It will need several years in bottle and one hopes it will be less...moody! ",,RP 91
55,Domaine Anne-Francoise Gros,Echézeaux Grand Cru,"The 2013 Echézeaux Grand Cru has a tightly wound rose-petal bouquet that is nicely defined with touches of forest floor developing with time. The palate is medium-bodied with fine tannin, more masculine than other Echézeaux ‘13s that I have encountered from barrel with good backbone. Stern, maybe a bit aloof, this constitutes a ""serious"" grand cru that just needs to let its hair down (a bit).  ",,RP 91
56,Domaine Anne-Francoise Gros,Hautes Côtes de Nuits Blanc,"The 2013 Hautes Côtes de Nuits Blanc, which was not as affected by botrytis as the red, has a clean and fresh lime flower and dried honey-scented bouquet that is well defined and offers good vigor. The palate is fresh with good acidity, a slightly waxy texture and a tickle of spice on the finish. What a lovely wine - one that strangely reminds me of a white Bordeaux!",,RP 91
57,Domaine Anne-Francoise Gros,Nuits Saint-Georges 1er Cru Les Damodes,"From purchased grapes, the 2013 Nuits Saint Georges les Damodes has a fine blackberry and briary bouquet that gently unfolds in the glass, forest-floor notes dominating. The palate is medium-bodied with a saline tang: gritty tannin and satisfying definition on the finish, even if it needs more persistence. Enjoy this over the next 4-6 years.",,RP 91
58,Domaine Anne-Francoise Gros,Bourgogne Pinot Noir,"The 2013 Bourgogne Rouge has an attractive bouquet, quite floral but it takes around five minutes to really get going. The palate is medium-bodied with taut, slightly chalky tannin and an appealing blackberry and cranberry finish. Sure, it's just a bit ephemeral, but it will give two or three year's easy-drinking pleasure.",,RP 91
59,Domaine Anne-Francoise Gros,Hautes Côtes de Nuits,"The 2013 Hauts Cotes de Nuits Rouge has a slightly muted bouquet. The palate is crisp with dark berry fruit, slightly autumnal with crisp acidity and a light, pointed blackberry finish. Like the Bourgogne Rouge it is missing a little substance at the moment but maybe it will put on some weight by bottling?",,RP 91
60,Domaine Anne-Francoise Gros,Minervois les Carretals,"My favorite of the 2012s, the 2012 Minervois Les Carretals (named after the vineyard where it comes from) offers deep, layered aromas and flavors of cassis and crunchy dark fruits, licorice, vanilla bean and searing minerality. Medium to full-bodied, concentrated, structured and age-worthy, it will take 2-3 years for this to round into form and it will have a solid 10-12 years or more of total longevity.  

Vosne-Romanee-based Anne Gros and partner Jean-Paul Tollot (of Domaine Tollot-Beaut) fashion serious, structured and age-worthy efforts from their estate located in the northern part of the Minervois. I spent the better part of an afternoon with Anne, touring all of her vineyards, and the terroir here is spectacular, with diverse soil and exposure between each of the sites. The wines have vibrant, if not crunchy, acidity, good concentration and beautifully made profiles that will benefit from short-term cellaring. While I hate to use the term Burgundian here, these efforts certainly have a tension and energetic feel (while not lacking fruit) that’s unique to the region.

Importers include United Estates Wine Imports (Connie and Patrick Allen Selections), Worthington, OH; tel. (614) 543-1427; and North Berkeley Wine Imports, Berkeley, CA; tel. (800) 266-6585",,RP 91
61,Domaine Anne-Francoise Gros,Minervois les Fontanilles,"A more serious effort, the 2012 Minervois Les Fontanilles is a knockout blend of Syrah, Grenache, Carignan and Cinsault that has the Syrah and Carignan aged in barrel and the balance in tank. Coming from sandstone and limestone soils, it offers vibrant blue fruits, crushed flowers, big minerality and pepper to go with an energetic, medium-bodied, elegant profile on the palate. I love the overall purity here and while tight and slightly reserved at present, it should evolve gracefully and drink well for over a decade.  

Vosne-Romanee-based Anne Gros and partner Jean-Paul Tollot (of Domaine Tollot-Beaut) fashion serious, structured and age-worthy efforts from their estate located in the northern part of the Minervois. I spent the better part of an afternoon with Anne, touring all of her vineyards, and the terroir here is spectacular, with diverse soil and exposure between each of the sites. The wines have vibrant, if not crunchy, acidity, good concentration and beautifully made profiles that will benefit from short-term cellaring. While I hate to use the term Burgundian here, these efforts certainly have a tension and energetic feel (while not lacking fruit) that’s unique to the region.

Importers include United Estates Wine Imports (Connie and Patrick Allen Selections), Worthington, OH; tel. (614) 543-1427; and North Berkeley Wine Imports, Berkeley, CA; tel. (800) 266-6585",,RP 91
