,producer_name,product_name,description,vintage_full_name,critic_score
10,Bouchard Pere et Fils,Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot,"The 2022 Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot is showing especially well, bursting with aromas of dark berries and cherries mingled with spices, rose petals and smoke. Medium to full-bodied, fleshy and concentrated, it's pure and ethereal, with lively acids, powdery tannins and a long, saline finish.",,RP (95-97)
11,Bouchard Pere et Fils,Meursault 1er Cru Perrières,"Bright and tensile, Bouchard's 2022 Meursault 1er Cru Perrières offers up aromas of pear and green apple mingled with hazelnuts, white flowers and wet stones. Medium to full-bodied, satiny and incisive, it's racy and electric, concluding with a saline finish.",,RP (95-97)
12,Bouchard Pere et Fils,Clos Vougeot Grand Cru,"The 2022 Clos Vougeot Grand Cru offers up aromas of inky berries and cherries mingled with incense, smoke and toasty new oak. Medium to full-bodied, suave and refined, with powdery tannins and a mineral finish, it's an impressively elegant rendition of this sometimes chunky cru that was vinified with 50% whole cluster.",,RP (95-97)
13,Bouchard Pere et Fils,Meursault 1er Cru Genevrières,"Bouchard is replanting a big block in this site, so the 2022 Meursault 1er Cru Genevrières is a smaller cuvée than usual. Unfurling in the glass with notes of pear, white flowers, fresh hazelnuts and ripe citrus, it's medium to full-bodied, satiny and vibrant, with a fleshy core of fruit that exhibits good concentration and cut.",,RP (95-97)
14,Bouchard Pere et Fils,Meursault 1er Cru Charmes,"Aromas of golden orchard fruit, clear honey, hazelnuts and white flowers introduce the 2022 Meursault 1er Cru Charmes, a medium to full-bodied, rich and satiny wine that's deep and layered, with lively acids and plenty of chalky structuring extract. It's built for the cellar.",,RP (95-97)
15,Bouchard Pere et Fils,Nuits-Saint-Georges 1er Cru Les Cailles,"The 2022 Nuits-Saint-Georges 1er Cru Les Cailles opens in the glass with aromas of sweet cherries, berries and plums mingled with hints of rose petals and baking chocolate. Medium to full-bodied, fleshy and textural, it's suave and refined, with polished tannins and a mineral finish.",,RP (95-97)
16,Bouchard Pere et Fils,Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus,"The 2022 Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus is lovely, wafting from the glass with aromas of blackberries, spices, violets and rose petals. Medium to full-bodied, broad and enveloping, with a fleshy attack that segues into a refined, mineral palate and a saline finish, it's a benchmark for the appellation.",,RP (95-97)
17,Bouchard Pere et Fils,Meursault 1er Cru Les Gouttes d'Or,"Bursting with aromas of pear, peach and confit citrus mingled with freshly baked bread and hazelnuts, the 2022 Meursault 1er Cru Les Gouttes d'Or is medium to full-bodied, layered and satiny, with a vibrant but enveloping core of fruit, concluding with a saline finish.",,RP (95-97)
18,Bouchard Pere et Fils,Meursault 1er Cru Le Porusot,"The 2022 Meursault 1er Cru Le Porusot is very promising, exhibiting notes of pear, toasted hazelnuts, white flowers and beeswax, followed by a medium to full-bodied, satiny and precise palate that's mineral and penetrating, something that's been a hallmark of this cuvée in recent years.",,RP (95-97)
19,Bouchard Pere et Fils,Beaune 1er Cru Les Teurons,"The 2022 Beaune 1er Cru Les Teurons is excellent, revealing notes of red berries, peonies, orange zest and incense, followed by a medium to full-bodied, bright and precise palate with good depth and cut. This is built to cellar with grace.",,RP (95-97)
20,Bouchard Pere et Fils,Puligny-Montrachet 1er Cru Les Chalumaux,"The 0.42-hectare parcel that produced the 2022 Puligny-Montrachet 1er Cru Les Chalumaux was always sold as Meursault Perrières by Ropiteau, but the INAO reclassified it in Puligny. Offering up notes of crisp stone fruit, pear, white flowers and hazelnuts, it's medium to full-bodied, bright and fleshy, with a gently exotic finish.",,RP (95-97)
21,Bouchard Pere et Fils,Meursault 1er Cru Les Bouchères,"Aromas of hazelnuts, pear, white flowers and freshly baked bread introduce the 2022 Meursault 1er Cru Les Bouchères, a medium to full-bodied, satiny and textural wine with a fleshy attack that segues into a layered, concentrated mid-palate, concluding with a long, saline finish.",,RP (95-97)
22,Bouchard Pere et Fils,Beaune 1er Cru Clos de la Mousse,"The 2022 Beaune 1er Cru Clos de la Mousse offers up aromas of dark berries, baking chocolate and spices, followed by a medium to full-bodied, deep and fleshy palate that's chunky and youthfully structured, in keeping with this clay-rich soil that reliably produces seriously age-worthy, albeit less polished, wines.",,RP (95-97)
23,Bouchard Pere et Fils,Beaune 1er Cru du Château,"Some of the best terroirs of Beaune are blended together to produce the 2022 Beaune 1er Cru du Château, a medium to full-bodied, supple and pure wine evocative of peonies, sweet spices and red berries. This suave, seamless bottling concludes with a saline finish.",,RP (95-97)
24,Bouchard Pere et Fils,Savigny-lès-Beaune 1er Cru Les Lavières,"Offering up aromas of sweet cherries, plums and licorice, the 2022 Savigny-lès-Beaune 1er Cru Les Lavières is medium to full-bodied, broad and charming, with a sweet, fleshy core of fruit that largely conceals its supple structuring tannins. This will offer a wide drinking window.",,RP (95-97)
25,Bouchard Pere et Fils,Beaune 1er Cru Clos Saint-Landry Blanc,"The 2022 Beaune 1er Cru Clos Saint-Landry Blanc is charming and expressive, bursting with aromas of pear, sweet orchard fruit, white flowers, apricot and pastry cream. Medium to full-bodied, fleshy and satiny, it's textural but vibrant, concluding with a delicately saline finish.",,RP (95-97)
26,Bouchard Pere et Fils,Meursault Les Clous,"Aromas of pear, orange oil, mint and grapefruit introduce the 2022 Meursault Les Clous, a medium to full-bodied, satiny and giving wine with an expressive core of fruit and a saline finish.",,RP (95-97)
27,Bouchard Pere et Fils,Beaune 1er Cru du Château Blanc,"Aromas of minty pear, white flowers and buttery pastry introduce the 2022 Beaune 1er Cru du Château Blanc, a medium to full-bodied, rich and fleshy wine that's ample, charming and expressive.",,RP (95-97)
28,Bouchard Pere et Fils,Monthélie Village,"The 2022 Monthélie Village bursts with aromas of sweet berries, cherries and spices, followed by a medium-bodied, fleshy, rich palate with a sweet core of fruit girdled by the appellation's reliably lively acids.",,RP (95-97)
29,Bouchard Pere et Fils,Musigny Grand Cru,"Bouchard's 1947 Musigny Grand Cru is a magical wine, unfurling in the glass with kaleidoscopically complex aromas of ripe mulberries, violets, sweet tobacco, damask rose, orange marmalade and chimney soot. Full-bodied, deep and layered, it's multidimensional, concentrated and resonant, bearing a strong resemblance to de Vogüé's 1947 Musigny, the source of the grapes that produced this bottling.",,RP (95-97)
30,Bouchard Pere et Fils,Montrachet Grand Cru,"The 2021 Montrachet Grand Cru opens in the glass with aromas of pear, confit orange, honeycomb, spices and freshly baked bread. Full-bodied, ample and satiny, it's rich, fleshy and complete, with lively acids and a long, expansive finish.",,RP (95-97)
31,Bouchard Pere et Fils,Chambertin Grand Cru,"Beautifully elegant and refined, the 2021 Chambertin Grand Cru unfurls in the glass with aromas of orange zest, sweet red berries, cherries, violets, rose petals and spices. Medium to full-bodied, ample and satiny, it's seamless and perfumed, with racy acids and a saline finish. As readers will remember, it comes from the southern extreme of Le Chambertin, from a parcel at the top of the slope that touches Latricières-Chambertin.",,RP (95-97)
32,Bouchard Pere et Fils,Bonnes-Mares Grand Cru,"The 2021 Bonnes-Mares Grand Cru is youthfully reticent, unwinding in the glass with aromas of dark berries, coniferous forest floor, exotic spices, smoked duck and orange zest. Full-bodied, satiny and layered, it's pure and concentrated, with vibrant acids and a long, penetrating finish.",,RP (95-97)
33,Bouchard Pere et Fils,Chevalier-Montrachet Grand Cru,"Including the vines that are normally bottled separately as La Cabotte, Bouchard's 2021 Chevalier-Montrachet Grand Cru wafts from the glass with aromas of lemon oil, nutmeg and crisp stone fruits. Medium to full-bodied, ample and fleshy, it's satiny and vibrant, with lively acids and a long, saline finish.",,RP (95-97)
34,Bouchard Pere et Fils,Corton-Charlemagne Grand Cru,"The 2021 Corton-Charlemagne Grand Cru unwinds in the glass with aromas of pear, crisp yellow apple, white flowers, freshly baked bread and toasted nuts. Full-bodied, taut and chiseled, it's unusually concentrated, with a bright spine of acidity and chalky structuring extract. It's a standout of the range and well worth seeking out.",,RP (95-97)
35,Bouchard Pere et Fils,Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot,"Bouchard produced only four barrels of the 2021 Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot from fully three hectares, an especially derisory yield (equivalent to around five hectoliters per hectare), even in the context of the vintage, but the resulting wine is very good. Exhibiting notes of plums, dark berries, orange zest, peonies and spices, it's medium to full-bodied, fleshy and rich, with unusual concentration and a rather reserved, serious profile.",,RP (95-97)
36,Bouchard Pere et Fils,Chambertin Clos de Bèze Grand Cru,"The 2021 Chambertin Clos de Bèze Grand Cru is lovely, wafting from the glass with aromas of cherries, cassis and blackberries mingled with spices and licorice. Full-bodied, rich and layered, it's supple and fleshy, with broad shoulders and a long, resonant finish.",,RP (95-97)
37,Bouchard Pere et Fils,Le Corton Grand Cru,"Cropped at a mere 10 hectoliters per hectare, Bouchard's 2021 Le Corton Grand Cru wafts from the glass with aromas of raspberries, rose petals, sweet spices and orange zest. Medium to full-bodied, deep and concentrated, with powdery tannins and lively acids, it concludes with a long, saline finish.",,RP (95-97)
38,Bouchard Pere et Fils,Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus,"The 2021 Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus offers up aromas of sweet raspberries, peonies, orange zest and warm spices, followed by a medium to full-bodied, ample and fleshy palate that's seamless and complete, with melting tannins, bright acids and a long, mouthwatering finish.",,RP (95-97)
39,Bouchard Pere et Fils,Meursault 1er Cru Perrières,"Aromas of citrus zest, crisp green apple, white flowers and freshly baked bread introduce the 2021 Meursault 1er Cru Perrières, a medium to full-bodied, ample and fleshy wine that's taut and incisive, concluding with a saline finish.",,RP (95-97)
40,Bouchard Pere et Fils,Nuits-Saint-Georges 1er Cru Les Cailles,"Aromas of sweet berries, rose petals, orange rind and cinnamon introduce the 2021 Nuits-Saint-Georges 1er Cru Les Cailles, a medium to full-bodied, ample and fleshy wine that's seamless and sensual, underpinned by lively acids and concluding with a saline finish.",,RP (95-97)
41,Bouchard Pere et Fils,Clos Vougeot Grand Cru,"Offering up aromas of dark berries, cassis, burning embers, spices and licorice, the 2021 Clos Vougeot Grand Cru is medium to full-bodied, rich, layered and textural, with powdery tannins and an unusually muscular, broad-shouldered profile for the vintage.",,RP (95-97)
42,Bouchard Pere et Fils,Echézeaux Grand Cru,"The 2021 Echézeaux Grand Cru opens in the glass with notions of dark berries, vine smoke, baking chocolate and grilled meats, followed by a medium to full-bodied, seamless and lively palate that's suave and elegant. Sadly, only one barrel was produced.",,RP (95-97)
43,Bouchard Pere et Fils,Volnay 1er Cru Clos des Chênes,"Aromas of dark berries, loamy soil, incense and spices introduce the 2021 Volnay 1er Cru Clos des Chênes, a medium to full-bodied, concentrated and rather introverted, structured young wine that numbers among the 2021s that will require a bit of patience.",,RP (95-97)
44,Bouchard Pere et Fils,Beaune 1er Cru Les Marconnets,"The 2021 Beaune 1er Cru Les Marconnets is lovely, delivering aromas of rose petals, orange zest, dark berries and sweet spices, followed by a medium to full-bodied, seamless and perfumed palate. From one of Beaune's more underrated premiers crus, it's well worth seeking out.",,RP (95-97)
45,Bouchard Pere et Fils,Beaune 1er Cru Clos Saint-Landry Blanc,"The 2021 Beaune 1er Cru Clos Saint-Landry Blanc wafts from the glass with aromas of pear, citrus oil, white flowers and freshly baked bread. Medium to full-bodied, racy and enveloping, this site has performed very well in this challenging vintage, which appears to have brought the cut that this cuvée sometimes lacks.",,RP (95-97)
46,Bouchard Pere et Fils,Savigny-lès-Beaune 1er Cru Les Lavières,"Aromas of red berries mingled with rose petals, baking spices and orange zest introduce the 2021 Savigny-lès-Beaune 1er Cru Les Lavières, a medium to full-bodied, supple and seamless wine that's lively and elegant, representing another fine rendition of a cuvée that's a perennial sleeper chez Bouchard.",,RP (95-97)
47,Bouchard Pere et Fils,Beaune 1er Cru Clos de la Mousse,"The 2021 Beaune 1er Cru Clos de la Mousse is one of the richer, more muscular wines in the series of Beaune premiers crus, delivering notes of sweet plums and forest floor, followed by a medium to full-bodied, fleshy and rather broad-shouldered palate. This is a cuvée that always rewards a bit of bottle age.",,RP (95-97)
48,Bouchard Pere et Fils,Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges,"One of the more reserved, reticent wines in the range is the 2021 Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges, a medium to full-bodied, lively red evocative of dark berries, spices, loamy soil and plums.",,RP (95-97)
49,Bouchard Pere et Fils,Monthélie 1er Cru Les Duresses,"Unwinding in the glass with aromas of dark berry fruit, spices, smoke and plums, the 2021 Monthélie 1er Cru Les Duresses is medium to full-bodied, fleshy and lively, with a rather muscular, serious profile. Like its communal-level counterpart, it's a strong effort, though it will require some patience.",,RP (95-97)
50,Bouchard Pere et Fils,Beaune 1er Cru du Château,"Bursting with aromas of raspberries, sweet spices and deep soil tones, the 2021 Beaune 1er Cru du Château is medium-bodied, ample and charming, with lively acids, melting tannins and a saline finish. This high-quality, comparatively accessible bottling is always reliable, though I confess I'd love to see some of the great parcels that go into it as standalone cuvées.",,RP (89-91)
51,Bouchard Pere et Fils,Beaune 1er Cru du Château Blanc,"Aromas of citrus oil, crisp green apple, white flowers and pastry cream introduce the 2021 Beaune 1er Cru du Château Blanc, a medium-bodied, satiny and charming wine that's bright and precise, concluding with a saline finish.",,RP (89-91)
52,Bouchard Pere et Fils,Monthélie Village,"Bouchard's 2021 Monthélie Village offers up aromas of dark berries, cinnamon and forest floor, followed by a medium-bodied, lively and nicely concentrated palate that represents a more than creditable effort in this agronomically challenging vintage.",,RP (89-91)
53,Bouchard Pere et Fils,Beaune Blanc,"The 2021 Beaune Blanc exhibits aromas of pear, white flowers and pastry cream, followed by a medium-bodied, tangy and saline palate that will likely pick up more texture during élevage. It derives from a parcel in lieu-dit Prévolles that Weber and his team grafted over to Chardonnay, using massale selections from Corton-Charlemagne.",,RP (89-91)
54,Bouchard Pere et Fils,Meursault Les Clous,"Exhibiting aromas of citrus oil, mint and white flowers, the 2021 Meursault Les Clous is medium-bodied ample and fleshy, with an only moderately persistent finish.",,RP (89-91)
55,Bouchard Pere et Fils,Beaune 1er Cru Les Teurons,"The 2021 Beaune 1er Cru Les Teurons wafts from the glass with aromas of sweet red fruit compote, spices and rose petals. Medium to full-bodied, ample and seamless, with melting tannins and a pure, vibrant palate, it concludes with a long, saline finish.",,RP (89-91)
56,Bouchard Pere et Fils,La Romanée Grand Cru,"Lunching with a couple of friends, we compared Romanée-Saint-Vivant, Romanée-Conti, La Romanée and Aux Reignots in the 1995 vintage, ascending the Vosne-Romanée hillside. It was a fascinating exercise, and Bouchard's 1995 La Romanée Grand Cru was the one wine that didn't really play by the rules. Still deep and saturated in hue, with a rich bouquet of cassis, wild berries, woodsmoke, black truffle and loamy soil, it's full-bodied, deep and muscular, with notable concentration and extract, framed by powdery tannins and concluding with a long, lusty finish. As it sat in the glass, it calmed down and showed more elegance, the site seeming to take over. It's certainly one of the more impressive vintages of La Romanée from the Bouchard era that I've tasted, and for a long time, this must have represented a sleeper grand cru Burgundy. Of course, that time has now passed.",,RP (89-91)
57,Bouchard Pere et Fils,Vosne-Romanée 1er Cru Aux Reignots,"The 1995 Vosne-Romanée 1er Cru Aux Reignots is showing beautifully, offering up an ethereal bouquet of red berries, wilted rose petals, sweet spices, plums and raw cocoa that presents a notable contrast to the more brooding, richer La Romanée. Medium to full-bodied, satiny and seamless, with melting tannins, racy acids and a long, penetrating finish, this has developed beautifully in the cellar.",,RP (89-91)
58,Bouchard Pere et Fils,Le Corton Grand Cru,"From a bottle that had never been recorked or reconditioned, the 1929 Le Corton Grand Cru exhibits a preternaturally saturated hue, typical of the vintage, along with a deep bouquet of rich, plummy fruit, warm spices, woodsmoke and raw cocoa. Full-bodied, deep and elegantly muscular, it's layered and concentrated, with rich and not yet entirely melted structuring tannins, lively acids and a long, resonant finish. This will see out its 100th birthday in style!",,RP (89-91)
59,Bouchard Pere et Fils,Montrachet Grand Cru,"The compelling 2020 Montrachet Grand Cru wafts from the glass with aromas of ripe pear and citrus fruit mingled with honeycomb, white flowers, fresh bread and baking spices. Full-bodied, ample and multidimensional, it's richly layered, with a textural attack that segues into an ample, fleshy mid-palate and a long, saline finish. Despite its scale, it remains beautifully precise. This is first rate.",,RP (89-91)
60,Bouchard Pere et Fils,Chevalier-Montrachet La Cabotte Grand Cru,"The 2020 Chevalier-Montrachet La Cabotte Grand Cru is brilliant, bursting with aromas of orange oil, nutmeg, crisp orchard fruit, white flowers and peach. Full-bodied, satiny and concentrated, it's layered and multidimensional, with striking depth and intensity, concluding with a long, resonant finish. It's a brilliant wine in the making.",,RP (89-91)
61,Bouchard Pere et Fils,Chambertin Clos de Bèze Grand Cru,"Opening in the glass with a rich bouquet of wild berries, cassis, orange rind, rich spices, loamy soil, black truffles and toasty new oak, the 2020 Chambertin Clos de Bèze Grand Cru is full-bodied, ample and seamless, with a rich, enveloping core of fruit, ripe tannins and lively acids. Concluding with a long, resonant finish, it's a terrific wine in the making.",,RP (89-91)
62,Bouchard Pere et Fils,Bonnes-Mares Grand Cru,"The 2020 Bonnes-Mares Grand Cru is superb, the latest in a series of remarkable iterations of this cuvée. Wafting from the glass with aromas of sweet red berries, rose hips, peonies, orange rind and warm spices, it's full-bodied, ample and layered, with terrific concentration, velvety tannins and lively acids. Deep and complete, it will be long-lived.",,RP (89-91)
63,Bouchard Pere et Fils,Chambertin Grand Cru,"There are only two barrels of Bouchard's supremely elegant 2020 Chambertin Grand Cru, derived from a parcel at the southern end of this large climat, at the top of the slope, where the soils are thin and the vines are shaded from the late-afternoon and evening sun by the tree line. Offering up inviting aromas of cherries, plums, sweet spices, orange oil and forest floor, it's full-bodied, elegant and fine-boned, with a concentrated core of fruit, velvety tannins and lively acids, concluding with a long, saline finish. It's a worthy follow-up to the beautiful 2019.",,RP (89-91)
64,Bouchard Pere et Fils,Le Corton Grand Cru,"The 2020 Le Corton Grand Cru is a worthy successor to the striking 2019 (which I probably underrated last year). Soaring from the glass with aromas of rose petals, orange rind, raspberries, rich soil tones and cinnamon, it's full-bodied, velvety and seamless, with a deep and layered core of fruit, vibrant acids and fine, melting tannins, concluding with a long, saline finish. This emblematic cuvée has always been a solid bottling chez Bouchard, but in the last few years it seems to have attained a whole new level of quality. When I asked Frédéric Weber what might account for this shift, he explained that he picks later and includes more whole bunches in the vinification. Whatever the reason, readers are advised to take note, as I don't think the market has yet factored in quite how good this wine is.",,RP (89-91)
65,Bouchard Pere et Fils,Chevalier-Montrachet Grand Cru,"The 2020 Chevalier-Montrachet Grand Cru opens in the glass with notes of citrus oil, musky peach, tangerine, nutmeg and buttered popcorn. Medium to full-bodied, satiny and incisive, it's chiseled  and penetrating, with a tightly wound core of fruit and a racy spine of acidity.  As readers will remember, this bottling hails from the three terraces on the hillside above Bouchard's La Cabotte, their bottling from the latter—which abuts Montrachet itself—being more muscular and powerful, whereas this cuvée is finer-boned and more ethereal.",,RP (89-91)
66,Bouchard Pere et Fils,Chapelle-Chambertin Grand Cru,"Aromas of blackberries and plums mingling with orange rind, rose petals, peonies and exotic spices in an inviting bouquet introduce Bouchard's 2020 Chapelle-Chambertin Grand Cru, a full-bodied, velvety and multidimensional wine that's richly layered and perfumed with supple tannins, lively acids and a long, resonant finish. This is a first-rate effort, and I can't remember tasting a better Chapelle chez Bouchard.",,RP (89-91)
67,Bouchard Pere et Fils,Volnay 1er Cru Les Taillepieds,"If the Cuvée Carnot tends to take center stage chez Bouchard, it's the 2020 Volnay 1er Cru Les Taillepieds that's the Volnay to beat to my palate this year. Exhibiting aromas of cherries, raspberries, loamy soil, black truffle and raw cocoa, it's medium to full-bodied, concentrated and elegantly muscular, with terrific depth and mid-palate amplitude, concluding with a long, mineral finish.",,RP (89-91)
68,Bouchard Pere et Fils,Clos Vougeot Grand Cru,"The 2020 Clos Vougeot Grand Cru derives exclusively from Bouchard's holdings in the upper part of the vineyard, as the lower-lying plots are being replanted. It's a high point of the range this year, unfurling in the glass with aromas of violets, wild berries, dark chocolate, plums and orange rind. Full-bodied, rich and concentrated, with velvety tannins and a long, resonant finish, it's the best Clos Vougeot I can remember tasting at this address.",,RP (89-91)
69,Bouchard Pere et Fils,Corton-Charlemagne Grand Cru,"Aromas of orange oil, peach, confit citrus, freshly baked bread, beeswax and white flowers preface the 2020 Corton-Charlemagne Grand Cru, a full-bodied, layered and concentrated wine that's deep and muscular, with a rich but tensile profile and a long, chalky finish.",,RP (89-91)
70,Bouchard Pere et Fils,Meursault 1er Cru Perrières,"The 2020 Meursault 1er Cru Perrières is excellent, exhibiting citrus, crisp orchard fruit, wet stones, freshly baked bread and praline. Medium to full-bodied, satiny and incisive, with a tangy spine of acidity and a long, saline finish, it's a tensile, penetrating wine that shows considerable promise.",,RP (89-91)
71,Bouchard Pere et Fils,Gevrey-Chambertin 1er Cru Les Cazetiers,"One of the highlights of the range this year is the 2020 Gevrey-Chambertin 1er Cru Les Cazetiers, a medium to full-bodied, velvety and concentrated wine that's deep and powerful and evocative of wild berries, rose petals, peonies, orange rind and forest floor. Concluding with a long, perfumed finish, only three barrels were produced.",,RP (89-91)
72,Bouchard Pere et Fils,Echézeaux Grand Cru,"The 2020 Echézeaux Grand Cru offers up aromas of plums and cherries mingled with exotic spices, licorice and rose petals. Full-bodied, velvety and enveloping, its broad and textural attack segues into an ample core of fruit, framed by supple tannins and lively acids, before concluding with a long, perfumed finish.",,RP (89-91)
73,Bouchard Pere et Fils,Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot,"Cropped at a derisory 15 hectoliters per hectare, the quality of Bouchard's 2020 Volnay 1er Cru Les Caillerets Ancienne Cuvée Carnot is some compensation for the lack of quantity. Unfurling in the glass with aromas of dark berries, rose petals, plums, raw cocoa and orange rind, it's medium to full-bodied, layered and velvety, with powdery tannins, lively acids and a long, fragrant finish.",,RP (89-91)
74,Bouchard Pere et Fils,Meursault 1er Cru Genevrières,"The 2020 Meursault 1er Cru Genevrières wafts from the glass with aromas of citrus oil, crisp Anjou pear, hazelnuts, white flowers and freshly baked bread. Medium to full-bodied, satiny and enveloping, with an ample core of fruit, terrific concentration, bright acids and a long, saline finish.",,RP (89-91)
75,Bouchard Pere et Fils,Volnay 1er Cru Clos des Chênes,"Another Volnaysien success story chez Bouchard this year is the 2020 Volnay 1er Cru Clos des Chênes, a medium to full-bodied, velvety and concentrated wine evocative of cherries, blackberries, rose petals, forest floor and black truffle. Vibrant and chalky, it concludes with a long, penetrating finish.",,RP (89-91)
76,Bouchard Pere et Fils,Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus,"Unfurling in the glass with aromas of blackberries and raspberries mingled with notions of warm spices, rose petals, orange rind and dark chocolate, the 2020 Beaune 1er Cru Les Grèves Vigne de l'Enfant Jesus is medium to full-bodied, ample and concentrated, with a deep core of fruit that's framed by rich, powdery tannins and succulent acids. It's a terrific effort that should land toward the upper end of my score range.",,RP (89-91)
77,Bouchard Pere et Fils,Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges,"The 2020 Nuits-Saint-Georges 1er Cru Les Porrets-Saint-Georges opens in the glass with aromas of cherries, red berries, rose petals, orange rind and sweet forest floor. Medium to full-bodied, velvety and seamless, it's layered and enveloping, with melting tannins, lively acids and a long, perfumed finish. Derived from vines that are over 60 years old, this is well worth seeking out.",,RP (89-91)
78,Bouchard Pere et Fils,Meursault 1er Cru Les Gouttes d'Or,"The 2020 Meursault 1er Cru Les Gouttes d'Or is one of the highlights of the range this year, offering up aromas of citrus oil, honeyed pears, freshly baked bread and white flowers. Medium to full-bodied, satiny and layered, it's deep and concentrated, with lively acids and a long, penetrating finish.",,RP (89-91)
79,Bouchard Pere et Fils,Nuits-Saint-Georges 1er Cru Les Cailles,"The 2020 Nuits-Saint-Georges 1er Cru Les Cailles wafts from the glass with aromas of ripe berries, raw cocoa, licorice, rose petals and loamy soil. Medium to full-bodied, velvety and seamless, this Pinot Noir has a deep core of fruit, lively acids, powdery tannins and a long, saline finish.",,RP (89-91)
80,Bouchard Pere et Fils,Meursault 1er Cru Charmes,"Exhibiting aromas of citrus oil, peach, praline, freshly baked bread and white flowers, the 2020 Meursault 1er Cru Charmes is medium to full-bodied, layered and muscular, with terrific concentration, lively acids and chalky structuring extract. This, too, is a real success this year.",,RP (89-91)
