,producer_name,product_name,description,vintage_full_name,critic_score
15,Screaming Eagle,Screaming Eagle,"The 2013 Screaming Eagle flagship wine is a blend of 76% Cabernet Sauvignon, 13% Merlot and 11% Cabernet Franc. As one might expect, the purity of the cassis, which is always a hallmark of this estate and wine, is well-displayed in this beauty. Dense purple in color, it offers up some floral notes intermixed with damp earth, blackcurrant jam, blackberry and hints of licorice and incense. This reminds me somewhat of the 2010 Screaming Eagle. Full-bodied, rich, but perfectly balanced, it’s another terrific example of this iconic estate. It should drink well for 30 or more years.",,RP 100
16,Screaming Eagle,Sauvignon Blanc,"My first look at Screaming Eagle’s super-expensive, rare 2013 Sauvignon Blanc left me somewhat desirous of more character and intensity, so I’m perplexed about the pricing. The wine is certainly crisp and dry, with notes of grapefruit as well as a touch of delicate peach and honeysuckle, but there’s nothing terribly special about it, and I can think of a dozen or so Sauvignon Blancs made in nearby vineyards that are richer, more complex, and just better wines at much lower price points. That said, it’s a very good effort, but the pricing is absurd.",,RP 100
17,Screaming Eagle,Screaming Eagle,"The perfect 2012 Cabernet Sauvignon Screaming Eagle is composed of 79% Cabernet Sauvignon, 17% Merlot and 4% Cabernet Franc. Made in the classic, iconic Screaming Eagle style that the original proprietress, Jean Philipps, first showcased in the early 1990s, before the winery was sold to Stan Kroenke, the inky/purple-colored, seamless 2012 possesses an extraordinary set of aromatics consisting of pure blackcurrant liqueur, licorice, acacia flowers, graphite and a subtle hint of new oak. Full-bodied, opulent and voluptuous, this profound wine is as prodigious as I thought it would be last year when tasted from barrel. It should age effortlessly for 20 or more years.",,RP 100
18,Screaming Eagle,Screaming Eagle,"Aged 20 months in 72% new French oak, this blend of 85% Cabernet Sauvignon, 13% Merlot and 2% Cabernet Franc comes from a great vineyard on the valley floor in Oakville, just south of Rudd Estate and Plumpjack. The wine’s dense ruby/purple color is followed by a beautiful, Pauillac-like (think Pontet Canet or Mouton), ethereal perfume of creme de cassis, or as Michael Broadbent used to say, “celestial black currants,” full body, a velvety texture, fine tannins, a multidimensional mouthfeel, and a terrific finish. While there were no real surprises tasting this wine, I was somewhat intrigued by just how youthful the 2004 Screaming Eagle is showing. I had expected it to reveal slightly more evolution. I thought the 13% Merlot in the blend would push the evolution more quickly. The finish lasts for a full minute. As it has been in just about every vintage, the 2004 is a profound wine. It is for others to decide if it is overpriced, but this is undeniably a great wine that competes on the world stage with the best that exist.

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
19,Screaming Eagle,Screaming Eagle,"Made from a blend of 75% Cabernet Sauvignon and the rest equal parts Merlot and Cabernet Franc, the 2011 Screaming Eagle Cabernet Sauvignon is a sexy, upfront, precociously styled wine exhibiting a dense ruby/purple color as well as lots of licorice, camphor, black currant jam, new oak and spice box characteristics. Dense, rich and impressive, the early drinking charm of the 2011 vintage gives it immediate appeal. It should keep for 10-15 years.  

Under the ownership of Stan Kroenke, this vineyard has been replanted and a new cellar has been constructed. The production of Screaming Eagle has remained between 700-1,000 cases, and a second wine, the Second Flight, includes 520-800 cases. The introduction of a second wine is an attempt to keep Screaming Eagle at its mythical level of quality. This vineyard, situated on the valley floor at the Oakville Crossroads across the road from the Rudd Estate, encompasses 60 acres, but only a small percentage is used for these two cuvees.  Based on the three vintages I tasted, it appears the Second Flight wines include much less Cabernet Sauvignon and more Merlot than the flagship Screaming Eagle.

Tel. (707) 944-0749",,RP 100
20,Screaming Eagle,Screaming Eagle,"Utter perfection, the 2010 Screaming Eagle Cabernet Sauvignon (a 610-case blend of 75% Cabernet Sauvignon, 16% Merlot and 9% Cabernet Franc; 14.5% natural alcohol) boasts a dense ruby/purple color along with a staggering bouquet of spring flowers, graphite, creme de cassis, kirsch, licorice and subtle toast in the background. Opulent and full-bodied with a multidimensional personality, gorgeous purity and a stunning, flawless texture, this spectacular wine is among the wines of the vintage. 

Under the ownership of Stan Kroenke, this vineyard has been replanted and a new cellar has been constructed. The production of Screaming Eagle has remained between 700-1,000 cases, and a second wine, the Second Flight, includes 520-800 cases. The introduction of a second wine is an attempt to keep Screaming Eagle at its mythical level of quality. This vineyard, situated on the valley floor at the Oakville Crossroads across the road from the Rudd Estate, encompasses 60 acres, but only a small percentage is used for these two cuvees.  Based on the three vintages I tasted, it appears the Second Flight wines include much less Cabernet Sauvignon and more Merlot than the flagship Screaming Eagle.

Tel. (707) 944-0749",,RP 100
21,Screaming Eagle,Screaming Eagle,"The 2009 Screaming Eagle Cabernet Sauvignon (87% Cabernet Sauvignon, 8% Cabernet Franc and 5% Merlot) displays a slightly peppery nose, but ratchets up the level of concentration with pure black currant and black cherry fruit as well as licorice and lead pencil shavings. This beautiful, dense, full-bodied 2009 is exceptionally elegant, pure and seamless. Drink it over the next 20-25 years.  

Under the ownership of Stan Kroenke, this vineyard has been replanted and a new cellar has been constructed. The production of Screaming Eagle has remained between 700-1,000 cases, and a second wine, the Second Flight, includes 520-800 cases. The introduction of a second wine is an attempt to keep Screaming Eagle at its mythical level of quality. This vineyard, situated on the valley floor at the Oakville Crossroads across the road from the Rudd Estate, encompasses 60 acres, but only a small percentage is used for these two cuvees.  Based on the three vintages I tasted, it appears the Second Flight wines include much less Cabernet Sauvignon and more Merlot than the flagship Screaming Eagle.

Tel. (707) 944-0749",,RP 100
22,Screaming Eagle,Second Flight,"The 2009 Second Flight (59% Cabernet Sauvignon, 32% Merlot and the rest Cabernet Franc) is peppery and spicy with hints of tobacco leaf, red and black currants and mocha presented in an attractive, medium-bodied, lush, forward style. It is meant to be drunk early on, but it should easily keep 10-15 years because of its balance.  

Under the ownership of Stan Kroenke, this vineyard has been replanted and a new cellar has been constructed. The production of Screaming Eagle has remained between 700-1,000 cases, and a second wine, the Second Flight, includes 520-800 cases. The introduction of a second wine is an attempt to keep Screaming Eagle at its mythical level of quality. This vineyard, situated on the valley floor at the Oakville Crossroads across the road from the Rudd Estate, encompasses 60 acres, but only a small percentage is used for these two cuvees.  Based on the three vintages I tasted, it appears the Second Flight wines include much less Cabernet Sauvignon and more Merlot than the flagship Screaming Eagle.

Tel. (707) 944-0749",,RP 100
23,Screaming Eagle,Screaming Eagle,"This 2003 was showing spectacularly well, and based on my recollection, I think I may have liked it even more than the 2002, which is the reverse of how I felt a decade ago. One of the biggest (14.6% alcohol) wines made by Screaming Eagle during this period, it boasts an opaque ruby/purple color as well as classic, pure, creme de cassis, cedarwood and hints of Asian soy sauce and forest floor notes. The multidimensional aromatics are followed by a full-bodied, silky-textured, opulent, rich, atypically big wine that is impeccably well-balanced. It is just starting to come into its own. Four to five more years in the cellar will prove magical, and this 2003 is one of the candidates for the wine of the vintage. It should last another 20+ years. 

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
24,Screaming Eagle,Screaming Eagle,"The estate’s 2008 Cabernet Sauvignon bursts from the glass with considerable richness and pure depth. The spring frosts lowered yields noticeably resulting in a wine that is a bit darker and heavier than is the norm. The rest of the vintage was on the warmer side, which gave the wine much of its ripeness and body. Mocha, espresso, licorice and sweet spices all wrap around the palate. Next to the other wines in this tasting, the 2008 is a bit burly. The mind-bending finesse of the best vintages is missing. Anticipated maturity: 2015-2028.  

I have had a number of fabulous tastings at Screaming Eagle, but this was one of the most memorable. The biggest news at Screaming Eagle is the release of a second wine, a project that has been in the works for a number of years. Owner Stan Kroenke and his team wanted to make sure their new wine was up to the estate’s standards, and have only released the first vintages over the last few months. I tasted all four vintages of Screaming Eagle’s second label, Second Flight, next to Screaming Eagle itself, which allowed for a fascinating set of comparisons of both wines across a number of vintages. Like its big brother, Second Flight is a Cabernet Sauvignon-based wine, but here the Merlot plays a much more significant role. Regardless, what comes through most is the signature of these sites as seen through the lenses of the respective vintages. Readers might also enjoy taking a look at a recent video I shot with Winemaker Nic Gislason during the 2012 harvest that we recently posted on our site.

Tel. (707) 944-0749",,RP 100
25,Screaming Eagle,Second Flight,"The 2008 Second Flight emerges from the glass with black cherries, plums, mocha, espresso and chocolate. This is an especially round, rich vintage for Second Flight. All the elements are in the right place, but overall, 2008 does not appear to be one of the estate’s very finest years. Of course, that is in relative terms. The 2008 is 53% Cabernet Sauvignon and 47% Merlot. Anticipated maturity: 2016-2028.  

I have had a number of fabulous tastings at Screaming Eagle, but this was one of the most memorable. The biggest news at Screaming Eagle is the release of a second wine, a project that has been in the works for a number of years. Owner Stan Kroenke and his team wanted to make sure their new wine was up to the estate’s standards, and have only released the first vintages over the last few months. I tasted all four vintages of Screaming Eagle’s second label, Second Flight, next to Screaming Eagle itself, which allowed for a fascinating set of comparisons of both wines across a number of vintages. Like its big brother, Second Flight is a Cabernet Sauvignon-based wine, but here the Merlot plays a much more significant role. Regardless, what comes through most is the signature of these sites as seen through the lenses of the respective vintages. Readers might also enjoy taking a look at a recent video I shot with Winemaker Nic Gislason during the 2012 harvest that we recently posted on our site.

Tel. (707) 944-0749",,RP 100
26,Screaming Eagle,Second Flight,"The essence of this generous, voluptuous vintage comes through loud and clear in the 2007 Second Flight. A jewel of a wine, the 2007 is endowed with gorgeous depth and tons of personality. Raspberry jam, freshly cut flowers and licorice all flow through to a deep, enveloping finish that is pure 2007. This is another great showing from Screaming Eagle. In 2007 the blend is 59% Cabernet Sauvignon and 41% Merlot. Anticipated maturity: 2012-2022.  

I have had a number of fabulous tastings at Screaming Eagle, but this was one of the most memorable. The biggest news at Screaming Eagle is the release of a second wine, a project that has been in the works for a number of years. Owner Stan Kroenke and his team wanted to make sure their new wine was up to the estate’s standards, and have only released the first vintages over the last few months. I tasted all four vintages of Screaming Eagle’s second label, Second Flight, next to Screaming Eagle itself, which allowed for a fascinating set of comparisons of both wines across a number of vintages. Like its big brother, Second Flight is a Cabernet Sauvignon-based wine, but here the Merlot plays a much more significant role. Regardless, what comes through most is the signature of these sites as seen through the lenses of the respective vintages. Readers might also enjoy taking a look at a recent video I shot with Winemaker Nic Gislason during the 2012 harvest that we recently posted on our site.

Tel. (707) 944-0749",,RP 100
27,Screaming Eagle,Screaming Eagle,"The 2006 Cabernet Sauvignon is stunning. A wine that is only now beginning to shed its tannin, the 2006 stands out for its vibrancy and energy. All of the classic Screaming Eagle notes are in the glass, but with a little more edge and cut than in most vintages. Sweet red berries, crushed rocks, flowers and spice box are alive in the glass. Over time, hints of sage, mint rosemary and pencil shavings add complexity. The 2006 is a decidedly cool-weather wine with less opulence than either the 2007 or 2009, but it is absolutely singing today. Another few years will only help the wine come together even more fully, but it is impossible to miss the 2006’s utterly breathtaking beauty. Anticipated maturity: 2016-2026.  

I have had a number of fabulous tastings at Screaming Eagle, but this was one of the most memorable. The biggest news at Screaming Eagle is the release of a second wine, a project that has been in the works for a number of years. Owner Stan Kroenke and his team wanted to make sure their new wine was up to the estate’s standards, and have only released the first vintages over the last few months. I tasted all four vintages of Screaming Eagle’s second label, Second Flight, next to Screaming Eagle itself, which allowed for a fascinating set of comparisons of both wines across a number of vintages. Like its big brother, Second Flight is a Cabernet Sauvignon-based wine, but here the Merlot plays a much more significant role. Regardless, what comes through most is the signature of these sites as seen through the lenses of the respective vintages. Readers might also enjoy taking a look at a recent video I shot with Winemaker Nic Gislason during the 2012 harvest that we recently posted on our site.

Tel. (707) 944-0749",,RP 100
28,Screaming Eagle,Second Flight,"The 2006 Second Flight is a beautiful classy wine. Here the significant presence of Merlot (33%) helps to round out the Cabernet Sauvignon that is so distinctive in Screaming Eagle. Overall, this is a fairly generous expression of the year with plenty of the estate’s signatures. Over time, a compelling melange of savory herbs, spices and minerals comes alive in the glass. This is a super-impressive first vintage for Second Flight. Anticipated maturity: 2014-2024.  

I have had a number of fabulous tastings at Screaming Eagle, but this was one of the most memorable. The biggest news at Screaming Eagle is the release of a second wine, a project that has been in the works for a number of years. Owner Stan Kroenke and his team wanted to make sure their new wine was up to the estate’s standards, and have only released the first vintages over the last few months. I tasted all four vintages of Screaming Eagle’s second label, Second Flight, next to Screaming Eagle itself, which allowed for a fascinating set of comparisons of both wines across a number of vintages. Like its big brother, Second Flight is a Cabernet Sauvignon-based wine, but here the Merlot plays a much more significant role. Regardless, what comes through most is the signature of these sites as seen through the lenses of the respective vintages. Readers might also enjoy taking a look at a recent video I shot with Winemaker Nic Gislason during the 2012 harvest that we recently posted on our site.

Tel. (707) 944-0749",,RP 100
29,Screaming Eagle,Screaming Eagle,"Beautiful floral notes intermixed with creme de cassis, licorice and charcoal jump from the glass of this dense purple-colored 2002. Opulent, broad, full-bodied and more mature than I expected given how this wine showed in its youth, this deep, rich Cabernet Sauvignon is exceptional. However, in this vintage it has to take a back seat to a number of other cuvees. The final blend was 87% Cabernet Sauvignon, 11% Merlot and 2% Cabernet Franc.

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
30,Screaming Eagle,Screaming Eagle,"The last time I had this wine, it seemed much more developed, youthful and approachable. This particular bottle, which was pulled from my cellar, was super-powerful, dense and concentrated, as well as structured and backward. Aeration helped somewhat, but this looks like a very long-lived wine, and my initial suggestion of an anticipated maturity date (2010-2025) should be changed to 2015-2035.  Only 450 cases were made of this blend of 88% Cabernet Sauvignon, 10% Merlot and 2% Cabernet Franc from former proprietor Jean Phillips’ vineyards just south of the Oakville crossroads. The spectacular dense blue/purple color remains opaque. The wine displays the hallmark creme de cassis, floral and licorice notes that are so pure, vivid and intense, and which have always been part of this vineyard’s classic trademark. With great purity, a full-bodied mouthfeel and even more thickness, power and density than I remember, this wine has put on weight, developed more structure, and looks like a candidate for 30 more years of aging potential. This is a brilliant wine, much in keeping with the legendary status of this producer.

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
31,Screaming Eagle,Screaming Eagle,"The 2005 Cabernet Sauvignon, which I loved last year, has gotten even better, something I saw across the board with the bottled 2005s (a superb year for Bordeaux varietals). This blend of 98% Cabernet Sauvignon and 2% Cabernet Franc was aged in 67% new French oak for 21 months. It possesses a gorgeous, Pauillac-like bouquet of cedar, creme de cassis, licorice, smoke, and earth as well as sweet tannins, full body, fabulous layers of fruit, a noble sweetness, and outstanding length. This 2005 can be drunk now or cellared for 25+ years.  

As I wrote last year, original proprietor, Jean Phillips, has moved on, and the new sheriff in town is Charles Banks, who also owns the up and coming superstar, Santa Ynez winery, Jonata. A lot is going on at Screaming Eagle as much of the 54-acre vineyard is being replanted, and a new wine cellar is under construction. Production for the following three vintages runs from a low of 400 cases of the 2005, to approximately 800-900 for the 2007, which is their projected target for future vintages. It will be interesting to see if the $750 a bottle price holds up given the global economic crisis. Certainly, there is no doubting the quality. Beginning with the proprietor, Screaming Eagle has an amazing winemaking team in place, including day to day winemaker Andy Erickson, who is backed up by the globe-trotting Bordelais consultant, Michel Rolland

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
32,Screaming Eagle,Screaming Eagle,"The bottled 1999 (a blend of 88% Cabernet Sauvignon, 10% Merlot, and 2% Cabernet Franc) is as profound as I predicted a year and a half ago. It boasts an opaque purple color along with a gorgeously pure nose of creme de cassis, charcoal, and floral characteristics. The wine is opulent, dense, and rich, with exceptional purity, a viscous texture, and impressive underlying tannin that frames its large but elegant personality. Not surprisingly, this is a candidate for the wine of the vintage. Anticipated maturity: 2005-2020.

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
33,Screaming Eagle,Screaming Eagle,"The 1998 Cabernet Sauvignon, which was bottled in late June, has turned out even better that I thought last year. It boasts a saturated ruby/purple color in addition to an expressive bouquet of cassis, minerals, and smoke. This multi-textured, round wine exhibits sweet, well-integrated tannin, a great mid-palate and finish, as well as spectacular purity and palate presence. Consume it now and over the next 15-20 years.  

There are 500 cases of this wine. As most readers know, this wine has become the ultimate collector's Cabernet Sauvignon, routinely fetching $800 to as much as $2000 a bottle at wine auctions. Of course, this makes no sense to me or Screaming Eagle's owner, the amiable Jean Phillips, who sells the wine for $125 a bottle. Unquestionably an exquisite wine, it offers remarkably rich creme de cassis aromas and flavors in an unmanipulated, compelling fashion. The winemaking is assisted by well-known consultant Heidi Barrett. From the red, iron-rich soils of the Oakville District, the wine is aged in 65% new French oak for 18-20 months.  

(Release date 10/01)

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
34,Screaming Eagle,Screaming Eagle,"It doesn't get any better than 1997 Cabernet Sauvignon, a perfect wine.  Representing the essence of cassis liqueur intermixed with blackberries, minerals, licorice, and toast, this full-bodied, multi-dimensional classic is fabulous, with extraordinary purity, symmetry, and a finish that lasts for nearly a minute.  It has the overall equilibrium to evolve for nearly two decades, but it will be hard to resist upon release.  Anticipated maturity: now-2020.  Tel.  (707) 944-0749; Fax (707) 944-9271",,RP 100
35,Screaming Eagle,Screaming Eagle,"The newly-released 1996 Cabernet Sauvignon reveals lots of structure, an opaque purple color, and the hallmark blackberry and cassis liqueur-like notes.  Silky-textured, fabulously-concentrated, and gorgeously-balanced, it has every component part - acidity, alcohol, tannin, and extract - flawlessly presented.  Anticipated maturity: 2002-2020.

Tel.  (707) 944-0749; Fax (707) 944-9271",,RP 100
36,Screaming Eagle,Screaming Eagle,"The 1995 Cabernet Sauvignon is as close to a perfect wine as I could hope to taste. This opaque purple-colored wine exhibits a sensational purity of black currant fruit, intermixed with a notion of raspberries, violets, and well-disguised sweet vanillin. Full-bodied, with remarkable intensity, exquisite symmetry, and a mid-palate and finish to die for, this is a compelling, astonishingly seductive Cabernet Sauvignon that can be drunk now, or cellared for 20-25 years. I may have done this wine a disservice by not giving it the big 3-digit score.

As I have tried so hard to articulate in past reviews, what makes these wines so stunning is the black currant/cassis fruit. Screaming Eagle may be the most extravagantly pure and rich expression of cassis one can find ... short of drinking cassis liqueur. There is an unbelievable purity to these wines, as well as phenomenal concentration and richness, yet in no sense are they heavy, ponderous, or out of balance. Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
37,Screaming Eagle,Screaming Eagle,"The 1994 Cabernet Sauvignon is performing even better this year than it was last. I still believe the 1995 has a slight edge, but that may be more noticeable 8-10 years from now than at present. The opaque purple-colored 1994's forward, gorgeously-scented nose offers up a smorgasbord of black fruits, along with a subtle dosage of toasty oak and minerals. Full-bodied, with a seamless, lush texture, this is a profoundly generous wine with everything going for it. The finish lasts for 35 seconds. As gorgeous as it is, this wine can be drunk young, or cellared for 20-25 years. What makes Screaming Eagle such an extraordinary wine is its remarkably sweet, lavishly rich, opulently-textured, super-extracted black currant and black cherry fruitiness. Moreover, they are admirably pure, layered, velvety, and accessible. As delicious as these wines are young, they should age for 20 or more years, because of their extraordinary equilibrium.

As with so many of these wines, the only way to latch onto a bottle or two is to get on the winery's mailing list.

Tel. (707) 944-0749; Fax (707) 944-9271",,RP 100
