,producer_name,product_name,description,vintage_full_name,critic_score
10,Chateau La Conseillante,Duo de Conseillante,"Medium to deep garnet-purple colored, the 2018 Duo de Conseillante comes bounding out of the glass with open-knit notes of stewed black and red plums, blackberry preserves and mulberries, plus suggestions of pencil shavings, red roses, bouquet garni and dusty soil. Medium to full-bodied, the palate has lovely purity and freshness with a light chewiness to the tannins and a savory finish.",,RP (98-100)
11,Chateau La Conseillante,La Conseillante,"Medium to deep garnet-purple colored, the 2017 La Conseillante sashays out of the glass with the most gorgeous notes of lilacs, Black Forest cake, kirsch and black raspberries plus nuances of cinnamon stick, dark chocolate and licorice. Medium to full-bodied, the palate has a firm, finely grained texture with bags of perfumed black fruits and wonderful freshness, finishing very long and very fragrant.",,RP (98-100)
12,Chateau La Conseillante,Duo de Conseillante,"Medium to deep garnet-purple colored, the 2017 Duo de Conseillante features enticing scents of baked black cherries, mulberries and wild blueberries with suggestions of violets and fallen leaves plus a waft of baking spices. Medium-bodied, the palate has wonderful elegance with soft tannins and understated fruit, finishing with a quiet intensity.",,RP (98-100)
13,Chateau La Conseillante,La Conseillante,"Deep garnet in color, the 2010 La Conseillante opens with notes of warm black plums, baked blackberries and blueberry preserves plus hints of dried rosemary, fragrant earth and cedar. Full-bodied, the palate is firm and chewy with a lively line cutting through the densely packed, savory layers, finishing a little warm and lifted.",,RP (98-100)
14,Chateau La Conseillante,La Conseillante,"The medium to deep garnet colored 2009 La Conseillante strides confidently out of the glass with very classy Black Forest cake, blueberry compote and kirsch scents plus suggestions of violets, liquid licorice, cardamom and bay leaves with a touch of eucalyptus. Medium to full-bodied, the palate is elegantly fruited with a firm, grainy frame and oodles of freshness, finishing long and minerally.",,RP (98-100)
15,Chateau La Conseillante,La Conseillante,"The 2016 La Conseillante is a blend of 80% Merlot and 20% Cabernet Franc aged in 70% new and 30% one-year-old French oak for 17 months. Deep garnet-purple colored, it slips provocatively out of the glass with a lifted perfume of roses, candied violets and lavender over a core of warm red and black plums, chocolate box, unsmoked cigars and baked cherries with wafts of wild thyme and tilled soil. Medium-bodied, the palate exudes polish and sophistication with bags of fragrance, freshness and energy, sporting exquisitely fine-grained tannins and finishing very long and minerally. Around 3,808 cases produced.",,RP (98-100)
16,Chateau La Conseillante,La Conseillante,"Composed of 81% Merlot and 19% Cabernet Franc and aged for 18 months in 70% new and 30% one-year-old French oak, the medium garnet-purple colored 2015 La Conseillante opens with reticent, earthy notes of dusty soil, garrigue, forest floor and iron ore with a core of warm plums, cassis, cigar boxes, star anise and dark chocolate plus a hint of violets. Medium to full-bodied with decadent fruit and a gorgeous plushness to the texture, the palate features impeccable poise and compelling depth, finishing on a lingering mineral note.",,RP (98-100)
17,Chateau La Conseillante,Duo de Conseillante,"The 2015 Duo de Conseillante is garnet-purple in color with a nose of warm cherries, black raspberries and baking spices with hints of dried lavender and tobacco plus a waft of dusty soil. Medium to full-bodied, rich and spicy with a plush frame and lovely line of freshness, it finishes long.",,RP (98-100)
18,Chateau La Conseillante,La Conseillante,"Tasted at BI Wine & Spirits' 10-Years-On tasting, the 2007 La Conseillante has a very pretty bouquet with tarry black cherry fruit, black truffle and incense. I appreciate the focus and freshness on this Pomerol. The palate is medium-bodied with fine tannin, a keen line of acidity, very focused with plenty of freshness and tension on the finish. Maybe the best bottle of this I have encountered, this La Conseillante is well worth hunting down. Tasted February 2017.",,RP (98-100)
19,Chateau La Conseillante,La Conseillante,"The 2014 La Conseillante has a well-defined bouquet with brambly red berry fruit, minerals, touches of seaweed and light incense aromas that develop fine intensity in the glass. The palate is medium-bodied with fine-grained tannin. This Pomerol is very well poised with perfectly judged acidity. Whilst not a match for Titans like the 1989 or 2010, this La Conseillante possesses nuance and sophistication, a precision that does justice to the name. It should be earlier-drinking that other vintages that I have tasted, though given the terroir and track record, it would not surprise me if it gives 25 years of drinking pleasure. Tasted twice with consistent notes.",,RP (98-100)
20,Chateau La Conseillante,Duo de Conseillante,"The 2014 Duo de Conseillante has a light undergrowth-scented bouquet with light brambly red fruit, a light tobacco scent just in the background. The palate is medium-bodied with light tannin, easygoing red fruit that just needs more complexity on what feels like a slightly monotone finish. Drink over the next two or three years.",,RP (98-100)
21,Chateau La Conseillante,La Conseillante,"Tasted at the château, the 1986 La Conseillante has never really shone in previous encounters. Certainly there is conspicuous bricking on the rim, perhaps more so than other wines of the vintage. The nose is actually not too bad, loose-knit with iron filings, dried blood and leather, a little animally. The palate is medium-bodied and fully mature. There is good weight and body, but it is clearly at the end of its plateau with dried blood and ferrous notes on the soft finish. Drink any bottles sooner rather than later or head for superior vintages, such as the 1985 or 1989. Tasted July 2016.",,RP (98-100)
22,Chateau La Conseillante,La Conseillante,"The 2013 La Conseillante definitely has one of the better Pomerol aromatic profiles with light, clean and fresh black cherry and cranberry scents, a touch of potpourri developing behind. The palate is medium-bodied with bitter cherry and cranberry notes, the oak jutting out a little at present and drying the finish. Austere for the normally more succulent and fleshier La Conseillante, hopefully it will coalesce with 3 or 4 years in bottle.",,RP (98-100)
23,Chateau La Conseillante,La Conseillante,"Tasted at the château, the 1996 La Conseillante has always been a good performer in what is a Left Bank vintage. Although there is noticeable bricking on the rim, there is plenty of freshness on the nose, quite floral with crushed strawberry, cranberry leaf and a touch of tomato vine, which after ten minutes turns into black truffle (typical trait in Pomerol). There is good vigor here for a 20-year-old Pomerol. The palate is medium-bodied and here you could argue that it is more advanced than the aromatics. Yes, there is good weight and balance, perhaps a little rustic compared to recent vintages, but there is plenty of enjoyable ferrous fruit, white pepper, sage, black truffle and spice notes liberally sprinkled over vestiges of red fruit. Clearly this is a La Conseillante that is à point and I would probably broach bottles over the next decade. Tasted July 2016.",,RP (98-100)
24,Chateau La Conseillante,La Conseillante,"Tasted at the château, the 1976 La Conseillante is a wine that I have only tasted once before. Showing its 40 years of age with wide bricking on the rim, the nose is very light but with freshness, hints of gingerbread, clove and vestiges of red fruit. It is not as austere as the bottle shown at the vertical in 2011 and the warmth of that summer governs its softness and smoothness even after four decades. The fruit has departed a long time ago, rendering it a tactile rather than sensory wine, iron filings towards the finish deprived the substance of great vintages from this Pomerol estate. It is more interesting than a bottle that I would like to finish on my own. Tasted July 2016.",,RP (98-100)
25,Chateau La Conseillante,La Conseillante,"The only problem that the 1990 Château La Conseillante has faced is that it had to follow up the brilliant 1989. Here, tasted directly against the previous vintage, it seems more youthful in color than the 1989. The nose races out of the blocks, more precocious than I remember and yet never losing focus, offering kirsch, crushed violets and still that subtle marine influence. The palate is medium-bodied with slightly grainy tannin. It offers wonderful black truffle, morels and mulberry fruit, as powerful as the 1989, albeit not quite with the same precision on the finish. It is the purity of the La Conseillante that wins you over time and time again, and I would not hesitate in enjoying this Pomerol over the next decade. It will never quite match the 1989, but hey, don't hold that against this beauty. Tasted January 2016.",,RP (98-100)
26,Chateau La Conseillante,"Conseillante, La","Having tasted the 1989 Château La Conseillante on more than a dozen occasions, I am rapidly coming to the conclusion that it is one of my favourite Pomerols from the vintage. Although on its day, the 1989 Clinet can outplay La Conseillante, the fact of the matter is that the latter is the more consistent Pomerol. Here, it has that beguiling bouquet of melted black fruit, sage, undergrowth and hints of bacon fat, like a wagging finger inviting you inside. The palate is smooth and harmonious, a mixture of red and black fruit that seem to revel on the precocity of the growing season, even though it was now 27 years ago. It is a voluminous, mouth-filling Pomerol, but not extravagant, flamboyant for sure and yet never betraying its roots. It's just a wonderful La Conseillante, a thoroughbred Pomerol that puts a smile on your face. Tasted January 2016.",,RP (98-100)
27,Chateau La Conseillante,La Conseillante,"The 1985 Château La Conseillante has long been one of my favorite vintages of this decade and this ex-château bottle, opened by co-proprietor Valmy Nicolas, did nothing to change that opinion. The nose is disarming with those gorgeous warm gravel scents infusing the melted red berry fruit. This is Pomerol through and through, fully mature yet still captivating. The palate is beautifully balanced with fine tannin, moderate depth, displaying that fleshiness and comeliness that the finest 1985 Pomerol wines possess. It is almost easy-drinking in nature, so much so that you almost miss its inherent complexity. At its peak now, if you own any bottles, enjoy them now, though larger formats will offer 10-15 years of pleasure. Tasted November 2015.",,RP (98-100)
28,Chateau La Conseillante,La Conseillante,"Tasted at Bordeaux Index's annual 10-Year On tasting in London and then at the château. The 2006 Château La Conseillante had perhaps the most show-stopping bouquet out of all seventy-odd 2006s that I tasted at ten years. It explodes from the glass with raspberry coulis, kirsch, honey and marmalade, so much so that I am not sure if I would nail it as a Bordeaux, let alone a Pomerol! It is precocious and very attractive. The palate is medium-bodied with succulent ripe red cherry and strawberry fruit, plenty of black truffle, fine tannin and well-judged acidity. This is an opulent, decadent La Conseillante that is atypical of the vintage and yet you totally fall for its charms. What it might lack in subtlety, it makes up for in sheer charm. Tasted January 2016.",,RP (98-100)
29,Chateau La Conseillante,La Conseillante,"Displaying spectacular aromatics of mulberry, blueberry and raspberry fruit, a dense ruby/purple color, and sweet floral notes, in the mouth the 2005 La Conseillante is not as broad and powerful as Petrus, Trotanoy, Hosanna or Lafleur, but it is gorgeously silky, elegant and stylish. This medium-bodied, savory wine is a graceful, provocative and compelling Pomerol to drink now and over the next 25 years.
",,RP (98-100)
30,Chateau La Conseillante,La Conseillante,"An absolutely amazing wine from the Nicolas family, this is from another estate in Pomerol that is pushing the envelope to higher and higher quality. The final blend has moved to smaller amounts of Cabernet Franc, now approximately 20%, with the balance 80% Merlot. Through crop-thinning, yields have been reduced to an average of 35 hectoliters per hectare. Inky bluish/purple color and stunning sweet tannins embrace a full-bodied opulent Pomerol with beautiful, floral-infused black raspberry, blueberry and cassis fruit. Full-bodied, yet elegant, this is a brilliant marriage between finesse and power. Stunningly pure, this wine can be drunk young or age magnificently for 20 or more years.
",,RP (98-100)
31,Chateau La Conseillante,Duo de Conseillante,"The spectacular quality of the 2012 Conseillante has also resulted in a good second wine. The dark ruby/purple 2012 Duo de Conseillante has loads of fruit, but less depth and ripeness than its bigger sibling. Nevertheless, it is well-made and best drunk over the next 7-8 years. 
",,RP (98-100)
32,Chateau La Conseillante,Duo de Conseillante,"This estate’s second wine, the 2013 Duo La Conseillante, is a light, pleasant, superficial, but fruity effort with no vegetal or astringent characteristics. It will offer uncritical quaffing for 5-6 years.  ",,RP (98-100)
33,Chateau La Conseillante,La Conseillante,"La Conseillante’s 2003 is better than expected given the sandy, gravelly soils of this sector of Pomerol, which did not fare well in this vintage. Sweet raspberry fruit intermixed with licorice, incense and a touch of herbs are followed by a medium-bodied, fully mature, ripe wine to enjoy over the next 3-4 years. ",,RP (98-100)
34,Chateau La Conseillante,La Conseillante,"The quintessential elegant style of Pomerol, the 2011 La Conseillante offers copious aromas of raspberries, mulberries and spring flowers. Medium-bodied with pure fruit, seamlessly integrated tannin, acidity and wood, and a soft, velvety textured finish, this classic effort is ethereal in its elegance and precision. Drink it over the next 10-15 years. ",,RP (98-100)
35,Chateau La Conseillante,Duo de Conseillante,"The 2011 Duo de la Conseillante is a seductive, round, juicy second wine with plenty of raspberry and cherry fruit, light tannin and a pleasant, medium-bodied finish. Drink it over the next 5-6 years.  ",,RP (98-100)
36,Chateau La Conseillante,La Conseillante,"The beautiful 2008 exhibits a dark plum/ruby/purple color as well as jammy red and black fruit, crushed rock and floral notes. If this were a Burgundy, one might think of it as a grand cru Musigny. With excellent texture, medium to full body and stunning purity as well as nobility, this fascinating Pomerol should drink well for 15-20 years.",,RP (98-100)
37,Chateau La Conseillante,La Conseillante,"La Conseillante made an excellent wine in 2001, another great one in 2005, and the estate hit home runs in both 2008 and, above all, in 2009. In fact, the latter vintage may well end up being the modern-day reference point for La Conseillante. Nevertheless, there’s a lot to be said for this 2000. An elegant, gentle style that is never a blockbuster, the 2000 La Conseillante has a deep ruby/plum/purple color and an unbelievably expressive nose of sweet kirsch liqueur intermixed with raspberries, incense, toast, and licorice. Full-bodied yet ethereal in the sense that it seems to combine power along with eloquence and delicacy, this is a beautifully pure wine that has just hit its plateau of full maturity, although ideally I think it would benefit strongly from another 4-5 years of bottle age and drink well for two to three decades. ",,RP (98-100)
38,Chateau La Conseillante,La Conseillante,"The 2004 La Conseillante has put on weight since I tasted it from barrel. Made in an atypically structured, tight style, the deep ruby/blue-tinged 2004 offers up sweet mulberry, cassis, licorice, and roasted herb aromas as well as flavors. This medium-bodied, moderately tannic effort will benefit from 1-3 years of cellaring, and should keep for 12-15 years. It is somewhat reminiscent of the 1999. This is a very good wine, but the 2005 and 2006 blow it away – qualitatively speaking!",,RP (98-100)
39,Chateau La Conseillante,La Conseillante,"Austere, lean, light-bodied, and lacking concentration as well as depth, the 2002 is a pleasant, picnic-styled Pomerol to consume over the next 5-6 years.",,RP (98-100)
40,Chateau La Conseillante,La Conseillante,"Always a Burgundian, feminine style of wine, La Conseillante’s 2001 exhibits aromas of plum and raspberry fruit as well as noticeable new oak in a medium-bodied, dark ruby/plum-colored format with excellent ripeness, but hard tannin in the finish. Although disjointed, it reveals signs of precociousness as well as some edginess and unintegrated tannin (the reason for the question mark). There is a lot going on in this elegant 2001, but it is not nearly as profound as the 2000. Nevertheless, it is the type of wine that may fool early tasters as it does need 2-3 years of cellaring. Anticipated maturity: 2007-2016.",,RP (98-100)
41,Chateau La Conseillante,La Conseillante,"The dark ruby-colored 1999 is a beautifully complex, evolved, seductive style of La Conseillante.  The wine exhibits sweet black raspberry and cherry liqueur notes intermixed with cedar, toasty oak, licorice, new saddle leather, and dried herbs. It is medium-bodied with no hard edges, extremely pure, and almost sweet (from ripe fruit, not sugar). This is a lush, delicious La Conseillante that merits its reputation as ""a Burgundy from Bordeaux."" Anticipated maturity: now-2012.",,RP (98-100)
42,Chateau La Conseillante,La Conseillante,"An evolved dark plum/garnet color is followed by captivating, sexy, raspberry, soy, Asian spice, kirsch liqueur, and toasty vanillin aromas. While not a blockbuster, this opulently-textured, medium-bodied effort is a model of elegance, harmony, finesse, and complexity. This wine's low acidity as well as wonderfully ripe fruit invite immediate consumption; it should last for 12-15 years.  ",,RP (98-100)
43,Chateau La Conseillante,La Conseillante,"Dark ruby-colored, with lavish, high quality toasty new oak intermixed with black raspberry fruit, this open-knit, medium-bodied, complex wine changes quickly in the glass, revealing smoky, mocha-infused notes. Although not massive, it is sexy, charming, and fruity -- in short, a typical La Conseillante. Consume it over the next 10-12 years.

This wine has put on considerable weight since it was tasted last year.",,RP (98-100)
44,Chateau La Conseillante,La Conseillante,"It is tempting to give this wine an outstanding score because of its seductiveness. However, I do not think it possesses quite the level of extract and concentration to merit an exceptional rating. Nevertheless, it is an extremely pleasing style of claret. The deep ruby color is followed by an open-knit, black cherry, raspberry, and smoky, roasted herb-scented nose. There is round, lush, ripe fruit, medium body, exceptional elegance and purity, and a soft, velvety-textured finish. Think of it as liquid charm and silk. Anticipated maturity: 2000-2014.",,RP (98-100)
45,Chateau La Conseillante,La Conseillante,"A success for the vintage, the 1984 La Conseillante has a fragrant bouquet of jammy raspberry fruit and spicy oak. On the palate, it is smooth, ripe, and medium bodied. Anticipated maturity: Now. Last tasted, 4/91.",,RP (98-100)
46,Chateau La Conseillante,La Conseillante,"This wine has just begun its slide down the slippery slope. It was an outstanding La Conseillante that drank beautifully young. Once the baby fat began to fade in the mid-nineties, the wine was less enticing, although still an excellent, and perhaps outstanding if drunk from larger format bottles (i.e., magnum). The wine possesses a deep ruby color with some lightening at the edge. The toasty, cherry and raspberry-scented nose is followed by smoky, roasted herb, sweet cherry and raspberry flavors judiciously infused with spicy oak. The acidity is adequate, and the tannin and fat have faded away. Anticipated maturity: Now. Last tasted 11/97",,RP (98-100)
47,Chateau La Conseillante,La Conseillante,"Quite charming, fruity, and seductively easy to drink in 1976, the 1971 La Conseillante has now begun to fade, taking on more and more brown color and losing its fruit. It still offers a supple, round mouthful, but the prime of its life is but a fleeting memory. Anticipated maturity: Now-probably in serious decline.   Last tasted, 6/82.",,RP (98-100)
48,Chateau La Conseillante,La Conseillante,"Almost Medoc-like with a cedary, tobacco-scented bouquet, the 1966 La Conseillante has reached its apogee. However, it is unlikely to decline for several years because of the firmness and structure. Medium ruby with some amber color, this is a rather restrained La Conseillante, yet it is complex and interesting. Anticipated maturity: Now. Last tasted, 5/84.",,RP (98-100)
49,Chateau La Conseillante,La Conseillante,"I had an excellent bottle of the 1964 La Conseillante in the late eighties that proved to be better than I indicated in my tasting notes in the first edition of this book. Medium ruby, with some amber at the edge, this wine has a sensational nose of smoky, almost buttery, nutty, superripe, plummy fruit and herbs. In the mouth, it is round, generous, even opulent, with a great deal of concentration, and a long, alcoholic finish. By the standards of the chateau, this is a larger-framed, more muscular wine than usual. Anticipated maturity: Now.   Last tasted, 11/89.",,RP (98-100)
50,Chateau La Conseillante,La Conseillante,"One of Bordeaux's most compellingly seductive wines, La Conseillante's early charm can lead tasters to believe that the wine will not age. However, top vintages of La Conseillante can age for two decades, but they are often drunk immediately after bottling because of their expressive aromatics, velvety texture, and delicious fruit.  Dark ruby/garnet, with a backward, spicy, peppery, black fruit-scented nose (also truffles?), La Conseillante's tell-tale sweet, charming, alluring fruit is pushed to the background by the 1994's tannin and austerity. The wine reveals more weight than the 1993, but also more structure. There is good fruit under the tannin, but the 1994, atypically for La Conseillante, requires another 1-3 years of cellaring; it should keep for 10-12.",,RP 87
51,Chateau La Conseillante,La Conseillante,"One of Bordeaux's most compellingly seductive wines, La Conseillante's early charm can lead tasters to believe that the wine will not age. However, top vintages of La Conseillante can age for two decades, but they are often drunk immediately after bottling because of their expressive aromatics, velvety texture, and delicious fruit.  A well-made wine for the vintage, La Conseillante's 1993 displays an attractive dark ruby color, a black-raspberry, sweet vanillin, alluring bouquet, pretty, low acid, fleshy, round flavors that caresse the palate, and finish with plenty of black fruit and glycerin. Already delicious and flattering, this moderately weighted wine should drink well for 7-8 years.",,RP 87
52,Chateau La Conseillante,La Conseillante,"This was a stunning performance for this wine, which I had thought was ever so slightly beginning to decline. In this tasting, the 1970 La Conseillante exhibited the sweet, truffle, caramel, mocha, jammy black-cherry, and toasty nose of this renowned estate, as well as sweet, round, concentrated flavors, and a lush, velvety texture, with a heady, alcoholic, rich finish. This was my last bottle out of what was a glorious case of wine. While I may have drunk the other eleven too soon, every bottle was drained quickly after the cork was pulled. Owners are advised to drink it up. Those who may be fortunate enough to have larger format bottles have another 10+ years to enjoy this stunningly proportioned La Conseillante.",,RP 87
53,Chateau La Conseillante,La Conseillante,"Drinking extremely well (far better than I ever believed it would), the 1975 La Conseillante surprised me with its sweet, jammy, kirsch/black-cherry/flowery nose with vague scents of truffles.  Medium-bodied, sweet, and round, with hard tannin in the finish, this wine, which has often tasted disjointed and lacking depth, came through strongly in a January, 1996 tasting.  Fully mature, it is capable of lasting another 5-10 years.  The color reveals considerable rust and orange, suggesting more advanced maturity than the aromatics and flavors display.  Perhaps there is some bottle variation, but this was a stronger, more intense example of La Conseillante than I had previously tasted.",,RP 87
54,Chateau La Conseillante,La Conseillante,"La Conseillante's 1961 appears to be dropping its fruit and drying out - ever so slightly.  It is more angular, with more amber/rust/orange in its color.  The tannin in the finish is also becoming aggressive, suggesting this wine has turned the corner and is in decline.  

The notes for this wine are taken from the description of Series III - Flight D of the 1995 tasting conducted in Munich by Helga and Hardy Rodenstock. Many years after the tasting from which this note derives allegations were made concerning the authenticity of old and rare bottles of wine sold by Hardy Rodenstock to collectors around the world.  The matter has been the subject of numerous articles, litigation and at least one book. Mr. Parker believes that the wines served to him at this tasting were authentic so this note and the others from that specific tasting continue to be posted on eRobertParker.com.",,RP 87
55,Chateau La Conseillante,La Conseillante,"The 1992 La Conseillante displays light to medium body, an attractive but diluted raspberry and vanillin-scented nose, a supple texture, and a short, shallow, woody finish.  Given the wine's lack of concentration, it should be drunk over the next 3-4 years.   For one of the most elegant and stylish wines of Bordeaux (as well as a personal favorite), this is a disappointment.",,RP 87
56,Chateau La Conseillante,La Conseillante,"Tasted Once

I must confess I never dreamed so many 1959 Pomerols would turn out so rich and concentrated.  La Conseillante's 1959 exhibits a fragrant bouquet of flowers, black-raspberries, and smoke, medium to full body, soft tannin, and wonderful, pure, sweet, expansive fruit.  It is a classic example of La Conseillante's ability to produce authoritatively rich wines of extraordinary elegance and complexity.

",,RP 87
57,Chateau La Conseillante,La Conseillante,"Tasted 6 Times With Consistent Notes

It has been several years since I had the 1949, but having gone through a half case I purchased in outstanding condition, I must say that every bottle was exceptional, with a gorgeously ripe, jammy nose of black fruits, sweet, expansive, medium-bodied flavors, and a silky texture.  It is interesting that La Conseillante, never the most tannic, muscular, or powerful wine, appears to be drinkable at a remarkably young age yet hold its fruit for decades.  A friend of the Nicolas family, the proprietor, told me he consumed several cases of the 1949 in the early fifties because it was so tasty - further proof that balance, not tannin, is often the key to a graceful evolution.  I have high hopes that the 1989 and 1990 will prove to be as awesome and ageworthy as the 1949.",,RP 87
58,Chateau La Conseillante,La Conseillante,"La Conseillante's silky, soft, graceful style can be found in the light-bodied, delicate 1991.  The medium ruby color is followed by a perfumed nose of toasty, smoky, new oak and raspberry fruit.  Although the finish is short, there is some lovely fruit in the middle.  Drink it over the next 4-5 years.",,RP 87
59,Chateau La Conseillante,La Conseillante,"The 1988 suffers in comparison to the 1989, but it is a light, charming, supple, medium-bodied wine for drinking over the next 5-7 years.  Tasty, yes, but where is the grip and depth?  Last tasted, 6/93. 
",,RP 87
60,Chateau La Conseillante,La Conseillante,"Far superior to the 1988, the expansive, burgundian-styled, deliciously fruity, soft 1987 makes for a seductive, succulent drink.  No hard edges are present given the absence of tannin and the low acidity.  The ripe Merlot fruit is well-displayed in a medium-bodied format.  Drink this charmer over the next 3-4 years.  Last tasted, 8/93.
",,RP 87
61,Chateau La Conseillante,La Conseillante,"This wine needs to be consumed as it is evolving at an advanced pace.  I have enjoyed it many times and it has been one of my favorite La Conseillantes for present consumption.  However, over the last year I have noticed that it is taking on more amber at the edge and is becoming more diffuse.  The color is a medium ruby/purple with noticeable orange at the edge.  The huge, smoky, herbal, licorice, and black-raspberry-scented nose is well-developed and alluring.  The flavors are soft and luscious in this medium-bodied, silky smooth wine.  However, having consumed it regularly, I sense a slight tough edge emerging, suggesting it may be just beginning to fade.  In magnums, this wine is probably even more stunningly perfumed and delicious, but if you have it in regular bottles, I would plan to drink it over the next 5 or so years.  Last tasted, 7/93.",,RP 87
62,Chateau La Conseillante,La Conseillante,"This wine is in a serious decline.  The color is light ruby with orange tints, and the wine appears to have lost most of the fruit it once possessed.  A hollow, attenuated wine, it is clearly cracking up.  Last tasted, 7/93.",,RP 87
63,Chateau La Conseillante,La Conseillante,"I had not tasted this wine in some time and was concerned about its vitality.  Its washed-out ruby color with a brownish edge gave me even more reason to worry.  Although the 1978 La Conseillante still possesses some fruit, compared to the richer, more concentrated, more compelling La Conseillantes made since 1981, the 1978 is a lighter, meagerly endowed wine.  While there is some charm, this is a one-dimensional, diluted, compact wine that appears to be on the verge of fading.  Last tasted, 7/93.",,RP 87
